date,apy_roi,apy_cpi,cpi_one_dollar,roi_one_dollar,num_il_2,num_il_1,num_al_2,num_al_1,num_il,num_non_taylor_2,num_non_taylor_1,num_non_taylor,earn_norm_lc,earn_norm_cc,mo_earn_lc_norm,cum_mo_earn_lc_norm,mo_earn_cc_norm,cum_mo_earn_cc_norm,mo_earn_inv_lc_norm,cum_mo_earn_inv_lc_norm,mo_earn_inv_cc_norm,cum_mo_earn_inv_cc_norm,mo_earn_ss_man_norm,cum_mo_earn_ss_man_norm,mo_earn_ss_woman_norm,cum_mo_earn_ss_woman_norm,mo_earn_ss_norm,cum_mo_earn_ss_norm,mo_earn_pen_man_norm,cum_mo_earn_pen_man_norm,mo_earn_pen_woman_norm,cum_mo_earn_pen_woman_norm,mo_earn_pen_norm,cum_mo_earn_pen_norm,exp_norm_total_lc,exp_norm_total_cc,worth_norm_lc,worth_norm_cc,added_lc_worth_norm,mo_exp_lc_norm,cum_mo_exp_lc_norm,mo_exp_cc_norm,cum_mo_exp_cc_norm,mo_exp_al_cc_norm,cum_mo_exp_al_cc_norm,mo_exp_non_taylor_norm,cum_mo_exp_non_taylor_norm,mo_exp_total_lc_norm,cum_mo_exp_total_lc_norm,mo_exp_total_cc_norm,cum_mo_exp_total_cc_norm,final_worth_cc_norm,final_worth_lc_norm
2029-01-31,4.00000000000007,4.00000000000007,1.1066309013114437,1.1066309013114437,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,499797.64887359133,545222.9086397461,28770.17555305006,928307.3001242896,30546.93752248596,975818.1330191543,0.0,0.0,0.0,0.0,3445.0,106795.0,2667.0,82677.0,6112.0,189472.0,5155.287090970559,167915.88385201813,1402.454963222841,45680.184353783014,6557.7420541934,213596.0682058011,1467320.0779970633,878559.5717365354,4919400.626319588,5467787.826903809,1157724.7593710888,9599.999999999993,297600.0,3944.3809229943326,119334.74547809281,0.0,0.0,9611.999999999993,297971.99999999994,19211.999999999985,1492635.2483567058,13556.380922994404,896737.2148776217,6420623.524790365,7578348.284161454
2029-02-28,4.00000000000007,4.00000000000007,1.1102537229172775,1.1102537229172775,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,514219.0669921706,561285.520431894,28700.6302915393,957007.9304158288,30490.049194291565,1006308.1822134459,0.0,0.0,0.0,0.0,3445.0,110240.0,2667.0,85344.0,6112.0,195584.0,5138.465093374937,173054.34894539308,1397.8786722029627,47078.063025985975,6536.3437655779,220132.411971379,1484680.880028917,890825.1283350566,4904693.601296685,5456940.566684515,1157724.7593710888,9600.0,307200.0,3950.816293637332,123285.56177173014,0.0,0.0,9611.999999999989,307583.99999999994,19212.000000000044,1511847.2483567058,13562.816293637348,910300.0311712591,6420623.524790365,7578348.284161454
2029-03-31,4.00000000000007,4.00000000000007,1.1138884046983262,1.1138884046983262,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,528545.4373293472,577260.3237675414,28631.311960207415,985639.2423760362,30433.325496992795,1036741.5077104387,0.0,0.0,0.0,0.0,3445.0,113685.0,2667.0,88011.0,6112.0,201696.0,5121.697986922741,178176.04693231583,1393.3173138832767,48471.380339869254,6515.015300806017,226647.42727218504,1501985.0327675533,903057.1075887165,4890034.566140341,5446122.255827614,1157724.7593710888,9599.999999999985,316800.0,3957.262163772165,127242.8239355023,0.0,0.0,9612.000000000013,317195.99999999994,19211.999999999996,1531059.2483567058,13569.262163772086,923869.2933350313,6420623.524790365,7578348.284161454
2029-04-30,4.00000000000007,4.00000000000007,1.1175349854817171,1.1175349854817171,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,542777.2266251743,593147.6996341511,28562.219818568316,1014201.4621946046,30376.765859128987,1067118.2735695676,0.0,0.0,0.0,0.0,3445.0,117130.0,2667.0,90678.0,6112.0,207808.0,5104.985592501018,183281.03252481684,1388.7708395375248,49860.15117940678,6493.756432038543,233141.1837042236,1519232.7210628663,915255.6295789399,4875423.364256869,5435332.789353051,1157724.7593710888,9600.000000000016,326400.0,3963.7185505290317,131206.54248603134,0.0,0.0,9611.999999999993,326807.99999999994,19212.000000000062,1550271.2483567058,13575.718550529076,937445.0118855604,6420623.524790365,7578348.284161454
2029-05-31,4.00000000000007,4.00000000000007,1.1211935042216876,1.1211935042216876,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,556914.899585731,608948.027433446,28493.353128551975,1042694.8153231565,30320.369711048574,1097438.6432806163,0.0,0.0,0.0,0.0,3445.0,120575.0,2667.0,93345.0,6112.0,213920.0,5088.327731581275,188369.36025639813,1384.2392005984466,51244.39038000522,6472.566932179721,239613.75063640333,1536424.1291615744,927420.8140124778,4860859.839563553,5424572.062606174,1157724.7593710888,9600.000000000011,336000.0,3970.185471066177,135176.72795709752,0.0,0.0,9612.000000000024,336419.99999999994,19211.99999999993,1569483.2483567058,13582.185471066226,951027.1973566266,6420623.524790365,7578348.284161454
2029-06-30,4.00000000000007,4.00000000000007,1.1248640000000012,1.1248640000000012,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,570958.9188914271,624661.6849876451,28424.711154496756,1071119.5264776533,30264.136484902647,1127702.7797655188,0.0,0.0,0.0,0.0,3445.0,124020.0,2667.0,96012.0,6112.0,220032.0,5071.724226217564,193441.0844826157,1379.7223486572584,52624.11272866248,6451.4465748748225,246065.19721127817,1553559.4407091886,939552.7802226566,4846343.836486989,5413839.971256633,1157724.7593710888,9600.000000000022,345600.0,3976.6629425696906,139153.39089966723,0.0,0.0,9611.999999999996,346031.99999999994,19212.000000000175,1588695.248356706,13588.662942569714,964615.8602991963,6420623.524790365,7578348.284161454
2029-07-31,4.00000000000007,4.00000000000007,1.1285465120263647,1.1285465120263647,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,584909.7452052747,640289.0485456763,28356.2931631417,1099475.819640795,30208.065614639174,1157910.845380158,0.0,0.0,0.0,0.0,3445.0,127465.0,2667.0,98679.0,6112.0,226144.0,5055.174899044588,198496.2593816603,1375.2202354631377,53999.33296412562,6430.395134507726,252495.5923457859,1570638.838751974,951651.647170626,4831875.199961413,5403136.411297306,1157724.7593710888,9599.999999999984,355200.0,3983.1509822537946,143136.54188192103,0.0,0.0,9611.99999999998,355643.99999999994,19211.99999999986,1607907.2483567058,13595.150982253723,978211.01128145,6420623.524790365,7578348.284161454
2029-08-31,4.00000000000007,4.00000000000007,1.1322410796388471,1.1322410796388471,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,598767.8371811276,655830.4927893642,28288.098423618383,1127763.9180644134,30152.15653599701,1188063.001916155,0.0,0.0,0.0,0.0,3445.0,130910.0,2667.0,101346.0,6112.0,232256.0,5038.679573275803,203534.93895493608,1370.7328129227074,55370.06577704833,6409.41238619851,258905.0047319844,1587662.5057389056,963717.5334466009,4817453.77542705,5392461.279043204,1157724.7593710888,9600.000000000016,364800.0,3989.6496073608105,147126.19148928183,0.0,0.0,9611.999999999998,365255.99999999994,19211.999999999964,1627119.2483567058,13601.649607360834,991812.6608888109,6420623.524790365,7578348.284161454
2029-09-30,4.00000000000007,4.00000000000007,1.1359477423043007,1.1359477423043007,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,612533.6514718884,671286.3908395949,28220.12620744321,1155984.0442718565,30096.408686500028,1218159.410602655,0.0,0.0,0.0,0.0,3445.0,134355.0,2667.0,104013.0,6112.0,238368.0,5022.238072701525,208557.1770276376,1366.260033099521,56736.32581014785,6388.498105801046,265293.50283778546,1604630.6235236165,975750.5572710996,4803079.408828466,5381814.471130402,1157724.7593710888,9599.999999999996,374400.0,3996.1588351611344,151122.35032444296,0.0,0.0,9612.000000000007,374867.99999999994,19212.000000000106,1646331.2483567058,13608.15883516109,1005420.819723972,6420623.524790365,7578348.284161454
2029-10-31,4.00000000000007,4.00000000000007,1.1396665396187813,1.1396665396187813,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,626207.6427376833,686657.1142624575,28152.375788509788,1184136.4200603664,30040.821505450953,1248200.232108106,0.0,0.0,0.0,0.0,3445.0,137800.0,2667.0,106680.0,6112.0,244480.0,5005.850221687059,213563.02724932466,1361.8018482135524,58098.1276583614,6367.652069900611,271661.15490768605,1621543.3733663405,987750.8364961792,4788751.946612914,5371195.884514956,1157724.7593710888,9599.999999999995,384000.0,4002.6786829533735,155125.02900739634,0.0,0.0,9611.999999999975,384479.99999999994,19211.999999999865,1665543.2483567055,13614.678682953298,1019035.4984069254,6420623.524790365,7578348.284161454
2029-11-30,4.00000000000007,4.00000000000007,1.1433975113079722,1.1433975113079722,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,639790.2636540049,701943.033075361,28084.846443080954,1212221.2665034474,29985.394433925878,1278185.6265420318,0.0,0.0,0.0,0.0,3445.0,141245.0,2667.0,109347.0,6112.0,250592.0,4989.515845170812,218552.5430944955,1357.3582106406836,59455.485869002085,6346.874055811496,278008.02896349755,1638400.9359358503,999718.4886066649,4774471.235728702,5360605.416471834,1157724.7593710888,9599.99999999998,393600.0,4009.2091680643384,159134.2381754607,0.0,0.0,9611.999999999982,394091.99999999994,19212.000000000015,1684755.2483567055,13621.20916806437,1032656.7075749898,6420623.524790365,7578348.284161454
2029-12-31,4.00000000000007,4.00000000000007,1.1471406972276084,1.1471406972276084,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,653281.9649198232,717144.515753129,28017.537449781143,1240238.8039532285,29930.126914767956,1308115.7534567998,0.0,0.0,0.0,0.0,3445.0,144690.0,2667.0,112014.0,6112.0,256704.0,4973.234768662427,223525.7778631579,1352.9290729121974,60808.414941914285,6326.163841574625,284334.1928050722,1655203.4913113844,1011653.6307213779,4760237.123623553,5350042.964593849,1157724.7593710888,9599.999999999975,403200.0,4015.75030784914,163149.98848330983,0.0,0.0,9612.000000000018,403703.99999999994,19212.000000000044,1703967.2483567055,13627.750307849159,1046284.4578828389,6420623.524790365,7578348.284161454
2030-01-31,4.00000000000007,4.00000000000007,1.1508961373639017,1.1508961373639017,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,666683.1952656651,732261.9292340701,27950.448089588815,1268189.2520428174,29875.018392582024,1337990.7718493817,0.0,0.0,0.0,0.0,3445.0,148135.0,2667.0,114681.0,6112.0,262816.0,4957.00681824092,228482.78468139883,1348.5143877142698,62156.929329628554,6305.52120595519,290639.71401102736,1671951.2189845731,1023556.379594357,4746049.458242977,5339508.426790589,1157724.7593710888,9599.99999999999,412800.0,4022.3021196911586,167172.290603001,0.0,0.0,9612.000000000022,413315.99999999994,19212.000000000015,1723179.2483567055,13634.302119691307,1059918.7600025302,6420623.524790365,7578348.284161454
2030-02-28,4.00000000000007,4.00000000000007,1.154663871833969,1.154663871833969,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,679994.4014616612,747295.6389260249,27883.577645828474,1296072.829688646,29820.068313728174,1367810.8401631098,0.0,0.0,0.0,0.0,3445.0,151580.0,2667.0,117348.0,6112.0,268928.0,4940.831820552822,233423.61650195165,1344.1141078874637,63501.04343751602,6284.945928440286,296924.6599394677,1688644.2978613556,1035426.8516160777,4731908.088028646,5329001.701287356,1157724.7593710888,9600.000000000005,422400.0,4028.864621002176,171201.15522400316,0.0,0.0,9611.999999999996,422927.99999999994,19212.00000000005,1742391.2483567055,13640.864621002122,1073559.6246235324,6420623.524790365,7578348.284161454
2030-03-31,4.00000000000007,4.00000000000007,1.1584439408862597,1.1584439408862597,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,693216.028325562,762246.008712391,27816.925404163205,1323889.7550928092,29765.27612631635,1397576.116289426,0.0,0.0,0.0,0.0,3445.0,155025.0,2667.0,120015.0,6112.0,275040.0,4924.709602810325,238348.32610476197,1339.728186426227,64840.771623942244,6264.437789236552,303189.0977287042,1705282.9062638902,1047265.162814667,4717812.861916777,5318522.686624112,1157724.7593710888,9599.999999999982,432000.0,4035.437829222362,175236.59305322552,0.0,0.0,9611.999999999978,432539.99999999994,19211.99999999991,1761603.2483567055,13647.437829222416,1087207.062452755,6420623.524790365,7578348.284161454
2030-04-30,4.00000000000007,4.00000000000007,1.1622363849009862,1.1622363849009862,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,706348.5187307228,777113.4009581233,27750.49065258715,1351640.2457453962,29710.641280200507,1427286.7575696267,0.0,0.0,0.0,0.0,3445.0,158470.0,2667.0,122682.0,6112.0,281152.0,4908.639992789438,243256.9660975514,1335.356576478389,66176.12820042063,6243.996569267827,309433.09429797204,1721867.2219324606,1059071.428857114,4703763.6293365145,5308071.281654416,1157724.7593710888,9600.000000000022,441600.0,4042.0217618203474,179278.61481504588,0.0,0.0,9611.999999999982,442151.99999999994,19212.000000000055,1780815.2483567055,13654.02176182033,1100861.0842145754,6420623.524790365,7578348.284161454
2030-05-31,4.00000000000007,4.00000000000007,1.1660412443905557,1.1660412443905557,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,719392.3136140556,791898.1765157126,27684.27268141751,1379324.5184268137,29656.163226972716,1456942.9207965995,0.0,0.0,0.0,0.0,3445.0,161915.0,2667.0,125349.0,6112.0,287264.0,4892.622818828147,248149.58891637955,1330.9992313446596,67507.12743176529,6223.622050172806,315656.71634814487,1738397.422027372,1070845.7650504766,4689760.240208329,5297647.385544381,1157724.7593710888,9600.000000000005,451200.0,4048.61643629325,183327.23125133914,0.0,0.0,9611.999999999989,451763.99999999994,19211.999999999945,1800027.2483567055,13660.61643629314,1114521.7006508685,6420623.524790365,7578348.284161454
2030-06-30,4.00000000000007,4.00000000000007,1.1698585600000018,1.1698585600000018,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,732347.8519839526,806600.6947311407,27618.270783287575,1406942.7892101011,29601.841419957476,1486544.762216557,0.0,0.0,0.0,0.0,3445.0,165360.0,2667.0,128016.0,6112.0,293376.0,4876.657909824578,253026.24682620412,1326.6561044781324,68833.78353624341,6203.31401430271,321860.03036244755,1754873.6831308473,1082588.2863430856,4675802.5449424,5287250.897771617,1157724.7593710888,9599.99999999998,460800.0,4055.221870166789,187382.45312150594,0.0,0.0,9611.99999999998,461375.99999999994,19211.999999999913,1819239.2483567055,13667.22187016677,1128188.9225210352,6420623.524790365,7578348.284161454
2030-07-31,4.00000000000007,4.00000000000007,1.1736883725074196,1.1736883725074196,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,745215.5709281758,821221.3134498124,27552.484253138435,1434495.2734632397,29547.675314205728,1516092.4375307627,0.0,0.0,0.0,0.0,3445.0,168805.0,2667.0,130683.0,6112.0,299488.0,4860.745095235179,257886.9919214393,1322.327149483786,70156.1106857272,6183.0722447189655,328043.1026071665,1771296.1812489103,1094299.1073257425,4661890.394437038,5276881.718124192,1157724.7593710888,9600.00000000002,470400.0,4061.8380809951977,191444.29120250113,0.0,0.0,9611.999999999995,470987.99999999994,19211.999999999967,1838451.2483567055,13673.838080995045,1141862.7606020302,6420623.524790365,7578348.284161454
2030-08-31,4.00000000000007,4.00000000000007,1.1775307228244014,1.1775307228244014,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,757995.9056217177,835760.3890224649,27486.912388212164,1461982.185851452,29493.66436648972,1545586.1018972525,0.0,0.0,0.0,0.0,3445.0,172250.0,2667.0,133350.0,6112.0,305600.0,4844.884205072885,262731.8761265122,1318.0123201179874,71474.12300584518,6162.896525190873,334205.99913235736,1787665.0918132677,1105978.3422329156,4648023.640077076,5266539.746699589,1157724.7593710888,9599.999999999995,480000.0,4068.465086361401,195512.75628886253,0.0,0.0,9611.999999999985,480599.99999999994,19212.00000000003,1857663.2483567055,13680.46508636146,1155543.2256883916,6420623.524790365,7578348.284161454
2030-09-30,4.00000000000007,4.00000000000007,1.1813856519964732,1.1813856519964732,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,770689.2893346294,850218.276311055,27421.55448804371,1489403.7403394957,29439.808035296435,1575025.9099325489,0.0,0.0,0.0,0.0,3445.0,175695.0,2667.0,136017.0,6112.0,311712.0,4829.075069905311,267560.9511964175,1313.7115702880005,72787.83457613317,6142.7866401933115,340348.7857725507,1803980.5896831816,1117626.1049439306,4634202.133732283,5256224.883903667,1157724.7593710888,9600.0,489600.0,4075.1029038769675,199587.8591927395,0.0,0.0,9612.000000000007,490211.99999999994,19211.99999999991,1876875.2483567055,13687.102903877123,1169230.3285922688,6420623.524790365,7578348.284161454
2030-10-31,4.00000000000007,4.00000000000007,1.185253201203533,1.185253201203533,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,783296.1534398206,864595.3286946233,27356.40985445391,1516760.1501939497,29386.105780822858,1604412.0157133718,0.0,0.0,0.0,0.0,3445.0,179140.0,2667.0,138684.0,6112.0,317824.0,4813.317520852939,272374.26871727046,1309.424854051492,74097.25943018467,6122.742374904431,346471.52814745513,1820242.8491473394,1129242.5089841597,4620425.727755791,5245937.030449624,1157724.7593710888,9600.000000000015,499200.0,4081.751551182275,203669.61074392177,0.0,0.0,9611.999999999958,499823.9999999999,19212.00000000007,1896087.2483567055,13693.751551182184,1182924.080143451,6420623.524790365,7578348.284161454
2030-11-30,4.00000000000007,4.00000000000007,1.1891334117602916,1.1891334117602916,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,795816.9274208253,878891.8980751359,27291.477791541598,1544051.6279854912,29332.55706496944,1633744.5727783411,0.0,0.0,0.0,0.0,3445.0,182585.0,2667.0,141351.0,6112.0,323936.0,4797.611389587317,277171.8801068578,1305.1521256160413,75402.4115558007,6102.763515203358,352574.2916626585,1836452.043925714,1140827.6675262037,4606694.27498251,5235676.08735697,1157724.7593710888,9600.0,508800.0,4088.41104594642,207758.0217898682,0.0,0.0,9611.99999999998,509435.9999999999,19211.99999999998,1915299.2483567055,13700.411045946401,1196624.4911893974,6420623.524790365,7578348.284161454
2030-12-31,4.00000000000007,4.00000000000007,1.1930263251167132,1.1930263251167132,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,808252.0388795402,893108.3348833029,27226.757605676386,1571278.3855911675,29279.16135133488,1663023.734129676,0.0,0.0,0.0,0.0,3445.0,186030.0,2667.0,144018.0,6112.0,330048.0,4781.956508329255,281953.83661518706,1300.8933393386508,76703.30489513936,6082.849847667905,358657.1415103264,1852608.3471714198,1152381.6933910728,4593007.628727558,5225441.955950492,1157724.7593710888,9599.999999999975,518400.0,4095.08140586735,211853.10319573554,0.0,0.0,9612.00000000003,519047.9999999999,19212.000000000004,1934511.2483567055,13707.081405867282,1210331.5725952648,6420623.524790365,7578348.284161454
2031-01-31,4.00000000000007,4.00000000000007,1.1969319828584584,1.1969319828584584,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,820601.9135439314,907244.988084377,27162.24860549144,1598440.6341966589,29225.91810521086,1692249.6522348868,0.0,0.0,0.0,0.0,3445.0,189475.0,2667.0,146685.0,6112.0,336160.0,4766.352709847037,286720.1893250341,1296.6484497252588,77999.95334486461,6063.001159572295,364720.1426698987,1868711.9314725627,1163904.699049363,4579365.642784697,5215234.53785924,1157724.7593710888,9599.99999999996,528000.0,4101.762648671832,215954.86584440738,0.0,0.0,9611.999999999967,528659.9999999999,19211.999999999927,1953723.2483567055,13713.762648671896,1224045.3352439366,6420623.524790365,7578348.284161454
2031-02-28,4.00000000000007,4.00000000000007,1.2008504267073283,1.2008504267073283,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,832866.9752757107,921302.2051839264,27097.95010187567,1625538.5842985346,29172.82679357536,1721422.4790284622,0.0,0.0,0.0,0.0,3445.0,192920.0,2667.0,149352.0,6112.0,342272.0,4750.799827454634,291470.9891524887,1292.417411430253,79292.37075629487,6043.217238884888,370763.3599087836,1884762.9688540846,1175396.796622427,4565768.171424764,5205053.735015491,1157724.7593710888,9600.00000000001,537600.0,4108.454792115663,220063.32063652304,0.0,0.0,9611.99999999998,538271.9999999999,19211.99999999999,1972935.2483567055,13720.454792115474,1237765.790036052,6420623.524790365,7578348.284161454
2031-03-31,4.00000000000007,4.00000000000007,1.2047816985217106,1.2047816985217106,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,845047.6460779826,935280.3322335884,27033.861407966855,1652572.4457065014,29119.886885088126,1750542.3659135504,0.0,0.0,0.0,0.0,3445.0,196365.0,2667.0,152019.0,6112.0,348384.0,4735.297695009926,296206.2868474986,1288.200179255987,80580.57093555086,6023.497874265913,376786.85778304946,1900761.6307795988,1186858.0978835449,4552215.069394121,5194899.449653743,1157724.7593710888,9600.000000000047,547200.0,4115.157853983532,224178.4784905066,0.0,0.0,9612.00000000002,547883.9999999999,19211.99999999997,1992147.2483567055,13727.15785398365,1251492.9478900356,6420623.524790365,7578348.284161454
2031-04-30,4.00000000000007,4.00000000000007,1.2087258402970262,1.2087258402970262,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,857144.3461028597,949179.7138367994,26969.98183914361,1679542.427545645,29067.09785008447,1779609.463763635,0.0,0.0,0.0,0.0,3445.0,199810.0,2667.0,154686.0,6112.0,354496.0,4719.84614691292,300926.1329944115,1283.9967081522964,81864.56764370315,6003.842855065216,382790.70063811465,1916708.088153224,1198288.7142590878,4538706.191913099,5184771.584309692,1157724.7593710888,9599.999999999976,556800.0,4121.871852089141,228300.35034259572,0.0,0.0,9612.0,557495.9999999999,19212.000000000167,2011359.2483567058,13733.871852089189,1265226.8197421248,6420623.524790365,7578348.284161454
2031-05-31,4.00000000000007,4.00000000000007,1.2126828941661785,1.2126828941661785,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,869157.4936590502,963000.6931545035,26906.31071301901,1706448.738258664,29014.459160570143,1808623.922924205,0.0,0.0,0.0,0.0,3445.0,203255.0,2667.0,157353.0,6112.0,360608.0,4704.445018103985,305630.5780125155,1279.8069532160182,83144.37459691917,5984.251971320003,388774.95260943467,1932602.511321408,1209688.7568296778,4525241.394674458,5174670.041819224,1157724.7593710888,9599.99999999996,566400.0,4128.5968042752875,232428.947146871,0.0,0.0,9611.999999999989,567107.9999999999,19211.99999999966,2030571.2483567055,13740.596804275252,1278967.4165464,6420623.524790365,7578348.284161454
2031-06-30,4.00000000000007,4.00000000000007,1.2166529024000023,1.2166529024000023,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,881087.5052194141,976743.6119108389,26842.84734943253,1733291.5856080966,28961.970290215435,1837585.8932144204,0.0,0.0,0.0,0.0,3445.0,206700.0,2667.0,160020.0,6112.0,366720.0,4689.094144062093,310319.6721565776,1275.6308696905114,84420.00546660968,5964.725013752604,394739.67762318725,1948445.0700747496,1221058.3363313482,4511820.533841835,5164594.725317405,1157724.7593710888,9600.000000000038,576000.0,4135.332728413879,236564.27987528488,0.0,0.0,9612.0,576719.9999999999,19212.000000000135,2049783.2483567058,13747.332728413925,1292714.7492748138,6420623.524790365,7578348.284161454
2031-07-31,4.00000000000007,4.00000000000007,1.220635907407717,1.220635907407717,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,892934.79542849,990408.8103988023,26779.591070443035,1760071.1766785395,28909.630714349463,1866495.5239287699,0.0,0.0,0.0,0.0,3445.0,210145.0,2667.0,162687.0,6112.0,372832.0,4673.793360803054,314993.4655173806,1271.468412965178,85691.47387957486,5945.261773768232,400684.9393969555,1964235.93364981,1232397.5631566932,4498443.466048218,5154545.538237476,1157724.7593710888,9599.999999999996,585600.0,4142.079642405946,240706.3595176908,0.0,0.0,9611.999999999964,586331.9999999999,19212.000000000247,2068995.248356706,13754.079642405863,1306468.8289172198,6420623.524790365,7578348.284161454
2031-08-31,4.00000000000007,4.00000000000007,1.2246319517373783,1.2246319517373783,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,904699.7771099933,1003996.6274858919,26716.541200321517,1786787.717878861,28857.43990995526,1895352.9638387251,0.0,0.0,0.0,0.0,3445.0,213590.0,2667.0,165354.0,6112.0,378944.0,4658.5425048777715,319652.0080222584,1267.319538574987,86958.79341814984,5925.862043452758,406610.8014404082,1979975.2707309227,1243706.5473560225,4485110.048394406,5144522.384309849,1157724.7593710888,9600.000000000015,595200.0,4148.837564181786,244855.1970818726,0.0,0.0,9611.99999999998,595943.9999999999,19211.999999999804,2088207.2483567058,13760.837564181766,1320229.6664814015,6420623.524790365,7578348.284161454
2031-09-30,4.00000000000007,4.00000000000007,1.2286410780763328,1.2286410780763328,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,916382.8612742834,1017507.4006197293,26653.697065544322,1813441.4149444052,28805.397355664205,1924158.3611943894,0.0,0.0,0.0,0.0,3445.0,217035.0,2667.0,168021.0,6112.0,385056.0,4643.341413370488,324295.3494356289,1263.1842021999996,88221.97762034985,5906.525615570488,412517.3270559787,1995663.2494519942,1254985.3986385022,4471820.138447491,5134525.167561112,1157724.7593710888,9600.000000000036,604800.0,4155.606511700861,249010.80359357348,0.0,0.0,9611.999999999976,605555.9999999999,19211.99999999982,2107419.2483567055,13767.606511700742,1333997.2729931022,6420623.524790365,7578348.284161454
2031-10-31,4.00000000000007,4.00000000000007,1.232663329251675,1.232663329251675,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,927984.4571258022,1030941.4658336574,26591.05799478489,1840032.47293919,28753.502531749837,1952911.8637261393,0.0,0.0,0.0,0.0,3445.0,220480.0,2667.0,170688.0,6112.0,391168.0,4628.1899238970545,328923.53935952595,1259.0623596648954,89481.03998001474,5887.25228356195,418404.5793395407,2011300.0373983,1266234.226373302,4458573.594239325,5124553.792313028,1157724.7593710888,9600.000000000004,614400.0,4162.386502952039,253173.19009652553,0.0,0.0,9612.00000000003,615167.9999999999,19212.000000000317,2126631.248356706,13774.38650295221,1347771.6594960545,6420623.524790365,7578348.284161454
2031-11-30,4.00000000000007,4.00000000000007,1.2366987482307041,1.2366987482307041,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,939504.9720704843,1044299.1577523203,26528.62331890761,1866561.0962580976,28701.75492012332,1981613.6186462627,0.0,0.0,0.0,0.0,3445.0,223925.0,2667.0,173355.0,6112.0,397280.0,4613.087874603187,333536.6272341291,1254.9539669385006,90735.99394695324,5868.041841541687,424272.6211810824,2026885.8016082752,1277453.1395907304,4445370.274265017,5114608.163181551,1157724.7593710888,9599.999999999978,624000.0,4169.177555953455,257342.36765247898,0.0,0.0,9612.000000000004,624779.9999999999,19211.99999999998,2145843.248356706,13781.177555953365,1361552.837052008,6420623.524790365,7578348.284161454
2031-12-31,4.00000000000007,4.00000000000007,1.2407473781213827,1.2407473781213827,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,950944.8117231365,1057580.8095972184,26466.392370960326,1893027.488629058,28650.15400432716,2010263.77265059,0.0,0.0,0.0,0.0,3445.0,227370.0,2667.0,176022.0,6112.0,403392.0,4598.035104162741,338134.6623382919,1250.8589801333171,91986.85292708655,5848.894084296058,430121.51526537846,2042420.7085753,1288642.2469833724,4432210.0374814095,5104688.185075824,1157724.7593710888,9599.99999999996,633600.0,4175.979688752703,261518.34734123168,0.0,0.0,9612.000000000045,634391.9999999999,19212.000000000004,2165055.248356706,13787.979688752841,1375340.8167407608,6420623.524790365,7578348.284161454
