date,apy_roi,apy_cpi,earn_norm_lc,earn_norm_cc,mo_earn_lc_norm,cum_mo_earn_lc_norm,mo_earn_cc_norm,cum_mo_earn_cc_norm,mo_earn_ss_man_norm,cum_mo_earn_ss_man_norm,mo_earn_ss_woman_norm,cum_mo_earn_ss_woman_norm,mo_earn_pen_man_norm,cum_mo_earn_pen_man_norm,mo_earn_pen_woman_norm,cum_mo_earn_pen_woman_norm,exp_norm_total_lc,exp_norm_total_cc,worth_norm_lc,worth_norm_cc,added_lc_worth_norm
2028-05-31,107.90589392667549,2.8231531370606078,2091542.485590332,2267929.612880569,432798.0998853224,2448442.944826018,465621.65038692363,2629424.642241952,3445.0,79235.0,2667.0,61341.0,5373.293335123235,127601.09611859561,1461.7618327977668,34712.86611324459,1331156.2197640107,778744.9823804498,7155357.058524453,7683406.316489371,-1034855
2028-06-30,55.76413536075182,3.8850070128586545,2353251.365106399,2548882.1394065446,281266.877960902,2729709.8227869202,301069.87698168564,2930494.519223638,3445.0,82680.0,2667.0,64008.0,5356.25375588524,132957.34987448086,1457.1263504178603,36169.99246366245,1349307.6277732293,791162.7850505137,7429447.908464921,7961979.310997613,-1034855
2028-07-31,84.59713303738054,2.140641642280139,2737800.166952034,2960947.27624741,401612.09325676446,3131321.916043685,429473.4204477082,3359967.939671346,3445.0,86125.0,2667.0,66675.0,5346.808075620224,138304.15795010107,1454.556728021488,37624.54919168394,1368042.6889330274,803977.817219784,7853233.04739732,8390990.7471009,-1034855
2028-08-31,4.276983911142307,1.8405180673678467,2761056.644496717,2985742.0871759667,40317.319923637144,3171639.235967322,42194.53944362647,3402162.4791149725,3445.0,89570.0,2667.0,69342.0,5338.688054997847,143642.84600509892,1452.3477408162416,39076.89693250018,1386866.82609815,816849.3214886293,7853764.293100479,8396878.256087583,-1034855
2028-09-30,73.06588271089629,3.325424106391517,3119854.629221513,3369260.2691922192,379199.21704080194,3550838.4530081237,404531.0966620649,3806693.5757770375,3445.0,93015.0,2667.0,72009.0,5324.15404198548,148967.0000470844,1448.3938778547704,40525.29081035495,1405089.8279039892,829297.0072679021,8241140.265728933,8788962.103646686,-1034855
2028-10-31,-20.009070363089464,2.4160730345663683,2962049.060241867,3200881.2209204463,-138733.83640850394,3412104.61659962,-148811.62727762252,3657881.948499415,3445.0,96460.0,2667.0,74676.0,5313.572398678482,154280.5724457629,1445.5152257228754,41970.806036077825,1423644.2920084295,841966.7743485051,8028854.9977300055,8581784.37078805,-1034855
2028-11-30,-12.511515761321924,3.1787275113565494,2865632.7110067587,3097734.151723975,-75848.76260291974,3336255.8539967,-81957.48895122945,3575924.4595481856,3445.0,99905.0,2667.0,77343.0,5299.734194957982,159580.30664072087,1441.7506521603484,43412.556688238175,1441851.8296580433,854388.7040182299,7884625.7166999495,8442324.359901093,-1034855
2028-12-31,28.4736793348479,5.680314958839583,3018063.041216822,3260811.162027856,178416.00480312217,3514671.858799822,190128.83254604114,3766053.292094227,3445.0,103350.0,2667.0,80010.0,5275.390101550577,164855.69674227145,1435.1280346374226,44847.6847228756,1458957.002196937,866035.5596065465,8023346.527633407,8584715.551739957,-1034855
2029-01-31,50.63017763271136,1.8757163935196663,3291592.5824347474,3553429.855998191,291011.8854083633,3805683.7442081855,310476.6713718647,4076529.9634660915,3445.0,106795.0,2667.0,82677.0,5267.226859268871,170122.92360154033,1432.9072893225743,46280.592012198176,1477693.929262781,878801.7480173302,8317766.510612208,8884506.729374515,-1034855
2029-02-28,18.925992943402182,1.150816812669131,3409356.0130061703,3679181.429396235,133706.34074048704,3939390.0849486724,141944.03629074915,4218473.999756841,3445.0,110240.0,2667.0,85344.0,5262.206753495243,175385.13035503557,1431.5416093645254,47712.1336215627,1496749.9675465748,891784.609828424,8431607.737004854,9004052.433849124,-1034855
2029-03-31,10.06422780696441,4.157737916952131,3465220.9199594725,3738709.1737005617,80202.05358615264,4019592.1385348253,84779.31149900945,4303253.311255851,3445.0,113685.0,2667.0,88011.0,5244.3734814470245,180629.5038364826,1426.690209150882,49138.82383071358,1514351.1854858303,903754.4878454888,8462238.439362796,9039004.72310766,-1034855
2029-04-30,122.85808696850333,6.517857720671882,4028376.4031984634,4340052.222346413,594089.1982779428,4613681.336812768,633712.044408754,4936965.355664605,3445.0,117130.0,2667.0,90678.0,5216.850733891496,185846.3545703741,1419.202863978896,50558.02669469248,1530776.8730650488,914897.8500829227,9078560.703767437,9658587.922630465,-1034855
2029-05-31,69.6918864302282,9.074231793865817,4405392.3069202015,4740763.945384468,418769.0494349826,5032450.38624775,444712.69806365645,5381678.053728262,3445.0,120575.0,2667.0,93345.0,5179.226416323678,191025.58098669778,1408.9674668070725,51966.994161499555,1545913.6947767828,925130.5463446623,9464492.893343594,10046660.94421912,-1034855
2029-06-30,-15.731757702232906,1.6001782649286422,4265704.350502749,4592398.547729325,-121172.32078118052,4911278.06546657,-129406.38373263134,5252271.66999563,3445.0,124020.0,2667.0,96012.0,5172.379216772056,196197.96020346985,1407.1047404785681,53374.09890197813,1564752.4550438293,937905.3832756355,9277731.923796544,9865461.009907857,-1034855
2029-07-31,-12.324716031762895,2.727342561050472,4155239.910509392,4474809.886108095,-88233.23094374473,4823044.834522825,-94625.71238355897,5157645.957612071,3445.0,127465.0,2667.0,98679.0,5160.793955163732,201358.7541586336,1403.9530619481352,54778.051963926264,1582967.5014815568,950243.991878049,9120232.146950558,9712986.798922796,-1034855
2029-08-31,12.356481904408634,1.9402588941266563,4237427.111978809,4562259.494277552,101502.30583779054,4924547.140360615,107276.06124872234,5264922.018860794,3445.0,130910.0,2667.0,101346.0,5152.536091354079,206511.29024998768,1401.706575597113,56179.75853952338,1601586.729506709,962855.1475288866,9189345.46177327,9787501.692704178,-1034855
2029-09-30,58.13473065477268,1.3184950778700077,4590140.168361719,4937878.011239192,369995.05420715467,5294542.19456777,393254.89715334633,5658176.9160141405,3445.0,134355.0,2667.0,104013.0,5146.914829318692,211658.20507930638,1400.1773558462069,57579.935895369585,1620538.8834638733,975691.4580432941,9575828.61172112,10179687.836174922,-1034855
2029-10-31,65.84448525912133,3.3255922880776057,4988835.972779051,5361557.215119363,423833.8635074026,5718376.058075173,449763.9894707671,6107940.905484907,3445.0,137800.0,2667.0,106680.0,5132.9022023795205,216791.1072816859,1396.3653318305023,58976.301227200085,1638308.5155132299,987706.6460051255,10007025.893569838,10615610.413874965,-1034855
2029-11-30,7.797830384246085,7.759574255400858,5020286.644987362,5394490.210287637,75023.83199831525,5793399.8900734885,78820.13801704523,6186761.043501953,3445.0,141245.0,2667.0,109347.0,5101.035360919039,221892.14264260494,1387.6962103674582,60363.997437567545,1653487.5720290854,997922.8349768671,9997215.829244794,10608422.77772998,-1034855
2029-12-31,8.959273915808286,10.904841219561568,5048295.376202854,5423633.569062675,83668.49314510208,5877068.38321859,88016.82076929191,6274777.864271245,3445.0,144690.0,2667.0,112014.0,5057.2271260723655,226949.3697686773,1375.7785275485207,61739.77596511607,1666822.8607859917,1006845.4466272448,9973761.449780922,10586163.608168298,-1034855
2030-01-31,30.657292833877058,1.831272037718934,5265077.059418709,5653627.1590232225,236945.50899291306,6114013.892211503,250724.59388859262,6525502.458159838,3445.0,148135.0,2667.0,114681.0,5049.585088078234,231998.95485675553,1373.6995717261034,63113.47553684217,1685478.1279867298,1019412.8351174218,10198490.503845453,10816419.276452672,-1034855
2030-02-28,-63.20750851514343,5.3023351422348375,4430630.444147497,4768322.492090806,-799319.1254871961,5314694.766724307,-848507.8899263676,5676994.56823347,3445.0,151580.0,2667.0,117348.0,5027.891082922465,237026.845939678,1367.797889692492,64481.27342653466,1701939.4979037552,1030461.7082728924,9197075.110071937,9818823.077396842,-1034855
2030-03-31,32.9631426141036,4.311914019476548,4635263.071840418,4986654.816105414,232677.20751223,5547371.974236537,247562.8003287981,5924557.368562268,3445.0,155025.0,2667.0,120015.0,5010.234290444837,242037.08023012284,1362.9944993462552,65844.26792588091,1718977.1612010817,1041894.1256313093,9403304.826385103,10029361.248054154,-1034855
2030-04-30,42.09618650670548,1.3178230693533965,4909282.29873886,5278871.136108733,291551.87970723776,5838923.8539437745,310132.13663545356,6234689.5051977215,3445.0,158470.0,2667.0,122682.0,5004.771041640936,247041.85127176376,1361.5082658416711,67205.77619172257,1737943.6075071795,1054644.5166758532,9700028.804385647,10331900.036575003,-1034855
2030-05-31,36.81975427557369,0.6624920786557853,5163188.117303588,5549289.285888995,269081.2148892569,6108005.068833032,285796.8586515751,6520486.363849296,3445.0,161915.0,2667.0,125349.0,5002.017893700134,252043.8691654639,1360.759293781351,68566.53548550392,1757344.943009172,1067690.9521461874,9974490.53748909,10612514.46655722,-1034855
2030-06-30,-7.828103083450777,2.155268087969686,5086615.0944093615,5467719.097089343,-54942.8302921055,6053062.238540926,-59254.51310331434,6461231.850745982,3445.0,165360.0,2667.0,128016.0,4993.13732305679,257037.00648852068,1358.3434049753089,69924.87889047923,1775694.2062102626,1080011.342428456,9858377.68666915,10501778.260943647,-1034855
2030-07-31,-33.296079711533146,3.2402897972198197,4746889.923784947,5105691.6013826085,-313779.236621261,5739283.001919665,-335070.15416652785,6126161.696579454,3445.0,168805.0,2667.0,130683.0,4979.886093244014,262016.8925817647,1354.7385130087132,71279.61740348794,1793255.2164201392,1091783.633104355,9431060.050297573,10079276.116184654,-1034855
2030-08-31,3.6993304822352746,3.43328598704451,4762067.3459447995,5121820.795731589,40940.74220918494,5780223.74412885,42900.424308331836,6169062.120887785,3445.0,172250.0,2667.0,133350.0,4965.897093588963,266982.7896753537,1350.932916608251,72630.55032009618,1810645.4068595145,1103429.8806006187,9418255.263771903,10071187.859656353,-1034855
2030-09-30,-31.010432937970144,17.678515493782363,4414879.689899488,4750164.853457404,-270680.1959695366,5509543.548159313,-290301.19087257964,5878760.930015205,3445.0,175695.0,2667.0,136017.0,4898.986964107269,271881.77663946094,1332.7305465897427,73963.28086668592,1818344.178145193,1108405.3065094983,8937454.656533813,9588196.42702331,-1034855
2030-10-31,-46.02598534301675,4.297188041000344,3953309.417160777,4254938.9319632,-433796.0883827252,5075747.459776588,-466278.22393589397,5412482.706079312,3445.0,179140.0,2667.0,138684.0,4881.840288664231,276763.61692812515,1328.0659295367022,75291.34679622263,1835116.796631515,1119571.3596248103,8355651.5931602735,9010740.60263855,-1034855
2030-11-30,83.63976336681614,2.2567246099526983,4379276.899336593,4714318.011604253,445622.97927105974,5521370.439047648,479594.99520354555,5892077.701282857,3445.0,182585.0,2667.0,141351.0,4872.769977843621,281636.3869059688,1325.5984234203856,76616.945219643,1853375.880698149,1131746.913454831,8841875.497939114,9502381.874598116,-1034855
2030-12-31,20.313882679301898,5.059071336156551,4498058.465481435,4841940.382227815,149040.2304895443,5670410.669537192,159256.13422469396,6051333.835507551,3445.0,186030.0,2667.0,144018.0,4852.770813180111,286489.1577191489,1320.1578092998302,77937.10302894283,1869480.781515754,1142438.0722832528,8948958.66256173,9613409.95561938,-1034855
2031-01-31,65.96122181228641,4.317355955672597,4866756.854674863,5237979.431755711,396777.24187092995,6067187.911408123,425327.02582006325,6476660.861327615,3445.0,189475.0,2667.0,146685.0,4835.707979977689,291324.8656991266,1315.5160008633432,79252.61902980617,1886108.0959820068,1153474.3890940845,9356521.22729309,10025310.349362548,-1034855
2031-02-28,84.68058124527728,3.4726757145274068,5342293.824887657,5747440.677098219,501607.9103823407,6568795.821790463,536586.732285981,7013247.593613596,3445.0,192920.0,2667.0,149352.0,4821.970991537946,296146.8366906646,1311.7789621151433,80564.39799192132,1903357.7324796822,1164926.0642880253,9890727.264182534,10564305.443409141,-1034855
2031-03-31,24.08202069941263,6.368324260216984,5493412.697773467,5908638.977194891,190747.61752824055,6759543.4393187035,202906.09295850812,7216153.686572104,3445.0,196365.0,2667.0,152019.0,4797.226605275816,300944.0632959404,1305.047448096068,81869.44544001739,1918286.6074771974,1174778.43498101,10030269.936209686,10707107.284448303,-1034855
2031-04-30,39.5260983302709,4.49285804163333,5754606.466648147,6187295.163573724,293467.8934646021,7053011.332783306,312448.2453411272,7528601.931913231,3445.0,199810.0,2667.0,154686.0,4779.689480298193,305723.7527762386,1300.2766123440483,83169.72205236144,1934660.9043899758,1185604.2030865937,10304559.618234763,10985657.492587212,-1034855
2031-05-31,83.76705280730474,0.26897119807638425,6289199.477914654,6757211.32221334,548071.5936719648,7601082.9264552705,583491.5840074889,8112093.515920719,3445.0,203255.0,2667.0,157353.0,4778.619705903841,310502.37248214247,1299.9855887051292,84469.70764106656,1954527.3301433977,1198808.500889051,10911055.631093131,11598737.064514648,-1034855
2031-06-30,-4.8159033248203365,-1.8977698445546975,6254391.538765436,6720324.031905731,-32657.441896122233,7568425.484559149,-35484.65221188555,8076608.863708833,3445.0,206700.0,2667.0,160020.0,4786.255697492934,315288.6281796354,1302.0628996510138,85771.77054071758,1976302.0333681698,1213317.522416752,10856108.891126525,11551616.82666156,-1034855
2031-07-31,56.55778042768167,-0.0960789088719105,6668120.361970861,7160564.049636052,425428.60614208423,7993854.090701233,451902.47600139055,8528511.339710224,3445.0,210145.0,2667.0,162687.0,4786.63911224929,320075.2672918847,1302.1672045943728,87073.93774531195,1996477.4556250966,1226738.1865087226,11319826.340706727,12022117.194053154,-1034855
2031-08-31,21.6690833579257,0.31590864558392884,6852856.793764204,7356740.978054079,198688.07138195832,8192542.162083191,210257.98600558768,8738769.325715812,3445.0,213590.0,2667.0,165354.0,4785.381146575053,324860.6484384597,1301.8249850104264,88375.76273032239,2016279.8720799978,1239904.200762023,11513753.93961305,12222588.804693501,-1034855
2031-09-30,-18.919610181445655,4.233883983370523,6630422.710278383,7120330.074346524,-186616.08495390127,8005926.0771292895,-198854.69333861928,8539914.632377192,3445.0,217035.0,2667.0,168021.0,4768.873372739406,329629.52181119914,1297.3341760721398,89673.09690639452,2026777.675112204,1256924.7605159257,11228585.098570753,11929684.80425867,-1034855
2031-10-31,0.4235600252799676,-5.283009189399346,6664454.046470733,7156830.417829293,16179.282897865765,8022105.360027155,16427.388289971375,8556342.020667164,3445.0,220480.0,2667.0,170688.0,4790.492153560305,334420.0139647594,1303.2153939221023,90976.31230031663,2046214.1835236384,1280030.912581936,11269797.829480136,11968815.668755189,-1034855
2031-11-30,93.61546306207822,3.2263787715412606,7283055.916748989,7813592.747857428,648403.5522599181,8670508.912287073,687865.2095421343,9244207.230209298,3445.0,223925.0,2667.0,173355.0,4777.832373498775,339197.8463382582,1299.7714011691673,92276.0837014858,2057525.2481764685,1286561.322521584,11969259.55340544,12672128.258113082,-1034855
2031-12-31,-51.576055871167895,-9.095162626970843,6633664.628999875,7126887.9570617,-695257.9314013799,7975250.980885694,-736804.0947928813,8507403.135416416,3445.0,227370.0,2667.0,176022.0,4815.950257943436,344013.7965962016,1310.1410692950417,93586.22477078084,2081064.9229084926,1301630.1477018236,11229976.876781445,11944115.974175371,-1034855
2032-01-31,24.795313723803524,5.852104219581045,6810526.336458824,7314659.223638709,220435.9786822269,8195686.95956792,233677.5853393869,8741080.720755802,3445.0,230815.0,2667.0,178689.0,4793.1795893467215,348806.97618554835,1303.9464895120266,94890.17126029287,2089806.3289284853,1306392.0625404436,11406767.349838227,12123213.561526231,-1034855
2032-02-29,5.737266027097765,5.632488292087734,6832408.823445011,7337568.184062382,65091.954636183145,8260778.914204104,68415.21024549087,8809495.931001293,3445.0,234260.0,2667.0,181356.0,4771.342312495508,353578.31849804387,1298.005831550049,96188.17709184292,2098731.4964177446,1311273.653683544,11402390.373488802,12121276.336982973,-1034855
2032-03-31,59.36951026396615,3.6849888956653087,7262033.780675331,7794055.672686521,462360.78643443494,8723139.700638538,490744.38025822665,9300240.31125952,3445.0,237705.0,2667.0,184023.0,4756.975540150222,358335.2940381941,1294.0974650855642,97482.27455692849,2109481.1936377315,1317415.6543572492,11880943.980465494,12603382.482291628,-1034855
2032-04-30,5.534799872606122,0.31133636481421867,7313594.9920015335,7848728.714592007,65603.65918169927,8788743.359820237,68853.28895427212,9369093.600213792,3445.0,241150.0,2667.0,186690.0,4755.743434100132,363091.03747229424,1293.7622804072575,98776.03683733575,2123528.217031628,1325841.0140194073,11925764.569138343,12653734.243471852,-1034855
2032-05-31,33.440344164206316,2.422304953524357,7588617.833854252,8140362.698863536,301744.9192212443,9090488.279041482,319422.3366193739,9688515.936833166,3445.0,244595.0,2667.0,189357.0,4746.267428350967,367837.3049006452,1291.1844082034531,100067.2212455392,2135459.415749368,1332799.635086773,12225157.932900313,12957404.225829175,-1034855
2032-06-30,19.671336018937048,2.1308844734037713,7759296.2866008505,8321093.563843876,196139.42310468748,9286627.702146169,207160.4451809503,9895676.382014116,3445.0,248040.0,2667.0,192024.0,4737.935168935625,372575.24006958085,1288.9176831179825,101356.13892865718,2147667.4369451404,1339946.2672768934,12403184.18606794,13139879.910650128,-1034855
2032-07-31,69.68275992308853,7.085869480651641,8270722.13083873,8862321.73591585,567671.7088221456,9854299.410968315,600670.0044102588,10496346.386424376,3445.0,251485.0,2667.0,194691.0,4710.981873442879,377286.22194302373,1281.5852528629885,102637.72418152017,2154971.863468685,1343701.8702012014,12963154.984386452,13701419.965379188,-1034855
2032-08-31,-5.718868731259807,0.4512464824554696,8204183.521488485,8791948.454645643,-51333.75643713027,9802965.654531185,-54946.50605062548,10441399.88037375,3445.0,254930.0,2667.0,197358.0,4709.214678275565,381995.4366212993,1281.1045014344745,103918.82868295464,2168904.9577742033,1352020.251342796,12870674.148447407,13614424.052108869,-1034855
2032-09-30,1.2722927537934359,0.8943055846171166,8211655.809358058,8799768.230356984,25654.934699475867,9828620.58923066,26438.348273499465,10467838.228647249,3445.0,258375.0,2667.0,200025.0,4705.722010133644,386701.158631433,1280.1543487690476,105198.98303172369,2182371.0203750054,1360016.2445474663,12862397.390040085,13611360.846366484,-1034855
2032-10-31,37.862451781069,-0.6252319271306206,8564938.557866976,9173679.735516427,361090.71005329676,10189711.299283957,381412.0022057299,10849250.230852978,3445.0,261820.0,2667.0,202692.0,4708.182156194739,391409.34078762773,1280.823611991978,106479.80664371567,2197446.2793215243,1369117.7932303261,13258642.763233209,14013760.613644406,-1034855
2032-11-30,-22.98519673713002,6.840537883240594,8233963.071874479,8823189.204973254,-271810.8489796652,9917900.450304292,-287978.57034144405,10561271.660511535,3445.0,265265.0,2667.0,205359.0,4682.292980486554,396091.63376811426,1273.7806670841599,107753.58731079982,2204741.2719501033,1372876.2443709746,12843746.110197812,13600499.088491028,-1034855
2032-12-31,-11.412693527285011,1.7850892445683053,8092972.111866281,8673737.71353736,-116800.016032632,9801100.43427166,-124392.40138231078,10436879.259129224,3445.0,268710.0,2667.0,208026.0,4675.394246606971,400767.02801472123,1271.9039212504854,109025.4912320503,2217254.8354237694,1380204.183741048,12661026.181390006,13422458.110781461,-1034855
2033-01-31,11.375289809910516,-1.0567448376009758,8214422.925445812,8802575.863056038,126347.44441161127,9927447.87868327,133220.39701440607,10570099.65614363,3445.0,272155.0,2667.0,210693.0,4679.535237196653,405446.5632519179,1273.0304448955662,110298.52167694588,2232853.491129865,1389642.607714444,12790638.550343633,13558534.843817845,-1034855
2033-02-28,56.23379707138769,0.3840237631761667,8696177.864127181,9313223.011018591,496440.92772312,10423888.806406392,525520.9671093202,11095620.62325295,3445.0,275600.0,2667.0,213360.0,4678.040800054837,410124.60405197274,1272.6238951244711,111571.14557207035,2246861.228847239,1397994.4273455022,13334929.930225022,14108372.38382544,-1034855
2033-03-31,7.967134574747914,6.592013769230887,8735041.733679965,9353743.309198746,97034.6347922686,10520923.44119866,101964.94556568062,11197585.56881863,3445.0,279045.0,2667.0,216027.0,4653.220324063899,414777.82437603665,1265.8716814981897,112837.01725356854,2254172.2437957893,1401771.0918042888,13348014.560335511,14123168.44077272,-1034855
2033-04-30,68.57096635994779,2.295941129328427,9311081.239403097,9963024.32855068,604567.4418141602,11125490.88301282,638978.2165297557,11836563.785348386,3445.0,282490.0,2667.0,218694.0,4644.4263761114535,419422.2507521481,1263.4793577081464,114100.49661127669,2266078.6281645964,1408672.9607781328,13993572.458140666,14773084.988207357,-1034855
