run_id,yrs_il_single,yrs_il_double,yrs_sum_al,total_living_yrs,elapsed_time_yrs,earning_potential,earning_potential_cc,added_lc_worth_norm,man_independent_yrs,woman_independent_yrs,man_assisted_yrs,woman_assisted_yrs,roi_seed,inflation_seed,apy_roi,apy_cpi,roi_one_dollar_at_end,cpi_one_dollar_at_end,norm_one_dollar_at_end,roi_mean_shift,roi_vol_multiplier,roi_mean_reversion,inflation_mean_shift,inflation_vol_multiplier,inflation_mean_reversion,man_goes_to_al_seed,woman_goes_to_al_seed,man_goes_to_al,woman_goes_to_al,man_age_to_al,woman_age_to_al,man_age_at_death,woman_age_at_death,exp_norm_al_cc,exp_norm_al_lc,exp_norm_cc,exp_norm_lc,exp_norm_non_taylor,exp_norm_total_cc,exp_norm_total_lc,entrance_fee_cc,entrance_fee_lc,earn_norm_cc,earn_norm_lc,cum_mo_earn_lc_norm,cum_mo_earn_cc_norm,cum_mo_earn_inv_lc_norm,cum_mo_earn_inv_cc_norm,cum_mo_earn_ss_man_norm,cum_mo_earn_ss_woman_norm,cum_mo_earn_ss_norm,cum_mo_earn_pen_man_norm,cum_mo_earn_pen_woman_norm,cum_mo_earn_pen_norm,cum_mo_exp_lc_norm,cum_mo_exp_cc_norm,cum_mo_exp_al_cc_norm,cum_mo_exp_al_lc_norm,cum_mo_exp_non_taylor_norm,cum_mo_exp_total_lc_norm,cum_mo_exp_total_cc_norm,start_pile,worth_norm_lc,worth_norm_cc,man_age_at_start,woman_age_at_start,ticker,current_date,history_years,al_cum_running_avg_yrs,start_clock,man_dob,woman_dob,constant_monthly_roi,constant_monthly_cpi
90,1.0726328030443497,10.552003594169177,4.608665728834813,26.785305720217515,14.831242256856745,172643758.57818556,186039635.4011966,-1455718.888894271,11.624636397213527,10.552003594169177,3.1294830524051105,1.4791826764297025,564650,407069,8.969539507136947,3.4705133315134473,3.5756846906410336,1.658744979349356,1.658744979349356,0.005700243969497922,1.0180248622882535,0.018378673209024095,0.004166619888116184,0.8250114161727085,0.21231988645350675,999990,367451,True,False,85.55685606138387,,88.68628377037174,85.77588862194295,572884.9955358302,464036.8463840222,477377.6496784665,1079310.2326836318,1047236.2486295193,2446872.9485665658,3306990.1628378634,481000.0,900000.0,8518338.678791104,7861106.742314303,13296883.469884325,13691261.792043755,5814242.102061788,6347985.157294603,613210.0,474726.0,1087936.0,788626.085122577,214539.4713602523,1003165.5564828297,1335635.1293196122,576422.7205119835,598662.548498232,484916.66428356775,1282508.0,3996345.3256501746,2935004.758915334,6300000.0,15600538.14423415,17056257.033128418,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
91,5.322234207202886,3.538273452387266,8.523891084215332,20.92267219619275,13.585494568676975,228679426.98098695,246423256.59303015,-1304633.6507757306,3.538273452387266,8.860507659590152,3.8045418517796046,4.719349232435729,50076,453717,11.716315970308289,2.7463332885889313,4.5038497506980875,1.4448608102783103,1.4448608102783103,0.0029366959654930063,0.7313260455871031,0.10746191245246796,0.0008983267607310377,1.1169519108459696,0.42771247564291515,562266,42285,False,True,,84.08386209162406,77.46907876273983,88.80401377167225,717443.8785032557,581129.5415876373,361133.8644671927,810167.3949264492,655935.5306813732,2100726.4972558706,2781767.623303847,481000.0,900000.0,13423841.682201672,12512043.369965205,16656368.880894322,17153039.005851194,10867309.140061779,11688540.30573604,561535.0,434721.0,996256.0,777136.6226809717,211413.85423328076,988550.4769142519,942033.0400354331,408306.49648595747,760321.2148019962,615860.1839896173,755192.0,3212436.5647734674,2404473.038954608,6300000.0,19743932.316120856,21048565.966896586,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
92,3.408948922771087,2.1039110011440116,1.2561543377495497,8.87292526280866,5.749604714675866,41472018.23286835,44689939.64760388,-245923.46316556586,2.1039110011440116,5.512859923915099,1.0642857511896888,0.1918685865598609,925473,596677,6.806712172750595,1.5625515914368338,1.4602985090574068,1.0932468100533395,1.0932468100533395,0.009187829739605238,1.4628622850026791,0.20359846929014724,-0.003865200294541626,1.0405122647971687,0.13844033726841767,482036,370830,False,True,,80.7381397290841,76.03441549107784,80.9297932195733,21670.922032178514,17553.446846064595,235914.05212615427,551025.1431396435,446262.38938836055,1180045.3729835711,1907820.8522801353,481000.0,900000.0,2304477.445658526,2075975.3761252644,3787388.6571402233,3281685.454724245,1646771.2442068015,1831565.8869490752,237705.0,184023.0,421728.0,376225.71822815516,102349.22255742269,478574.94078557764,581991.9996028438,244528.96634300283,21737.86839308433,17607.673398398307,465472.0,1963554.8343013613,1211928.168719817,6300000.0,8123833.8228388615,8369757.286004428,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
93,5.107416315735971,2.4429432348872737,3.052056364034046,13.045359149544565,9.664811734669431,66276445.10523242,71419006.30876806,-435861.58998950804,2.4429432348872737,7.550359550623245,0.9582658959064948,2.093790468127551,474125,193923,4.436109223952878,1.8862655722640564,1.5213294641457504,1.197984582663628,1.197984582663628,-0.00797069970053534,0.8418397487186473,0.15224255300905368,-0.0037747720368853776,0.8384855496533834,0.08241551051968896,790806,306765,False,True,,82.77514254228355,76.37391595994441,84.86964140262975,297792.94119282346,241212.28236618702,312251.3019441203,709785.2716851133,559880.3652497977,1641047.648491004,2396498.8558537737,481000.0,900000.0,2161447.2980934684,1861566.9947141574,4054923.327738962,3681054.456468125,1093512.0731102733,1286571.2945426477,399620.0,309372.0,708992.0,597663.6536201702,162589.6565150751,760253.3101352454,788214.2064930813,338827.6149694455,297829.20625559497,241241.65706703186,613759.9999999999,2538772.610654969,1729042.1493946235,6300000.0,7816150.717083994,8252012.3070735,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
94,0.6708564362118672,5.709736459771727,4.606807134632459,16.69713649038778,9.166512659397524,200279911.74516037,215820149.341683,-1029775.4562497027,5.709736459771727,6.380592895983594,3.416625057121339,1.1901820775111198,593108,215328,17.622527776702324,0.9875924462305008,4.427545100312307,1.0942675100836896,1.0942675100836896,0.006695626126083645,1.191605918347241,0.08424173882274381,-0.004020912623401271,0.5690837972714397,0.31955154432258387,991854,571818,True,True,79.64023901928171,81.60331834329247,83.05714696400337,82.79430789133247,464597.7310049503,336467.0276013714,263715.15665169206,670944.1826281191,677239.6272683935,1842657.0870886547,2521758.224432094,481000.0,900000.0,17972490.84483129,16982300.980377123,20081643.605263483,20393185.689761396,16461895.658461208,17454463.180133164,378950.0,293370.0,672320.0,609525.9300653368,165816.6947346893,775342.6248000255,707226.0980735851,271660.98492789787,479481.9067508432,346676.08653356566,697552.0,2643880.6069007986,1925647.2351490126,6300000.0,23737762.998362683,24767538.454612385,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
95,2.031928486746583,2.3308797683529807,3.987306197373292,10.680994220825838,8.082301484630074,138427190.24066702,149168114.81674838,-617947.3991269208,4.362808255099564,2.3308797683529807,3.7158912174972976,0.27141497987599483,165204,434005,18.27368848165547,2.535100597218287,3.883105044834432,1.2242963128637339,1.2242963128637339,0.00986023806451967,0.9148537011184752,0.46069268050472195,-0.00015439359971223046,0.7943241206973282,0.31565077855923335,135914,302541,True,True,78.29318877184336,77.55395387995647,82.00852858032677,77.82500667364833,535506.0613318164,423728.02613303106,178849.6251569753,422896.8445972061,372022.59752458404,1525224.263594402,2057818.3884520235,481000.0,900000.0,13648337.803776577,13006342.823457142,15981052.596051142,16026220.272643793,11980457.98634305,12583097.615291854,334165.0,258699.0,592864.0,496037.15381003695,134942.97330642893,630980.1271164655,461542.16881183255,189196.16204865425,558051.3964919383,440620.14606107905,396824.0,2196548.294781637,1623768.5722473664,6300000.0,20084504.301269505,20702451.700396426,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
96,3.970742842013517,4.813112299058715,7.957930647768739,21.554898087899687,13.248732006817388,388922821.8684794,419100351.93568176,-1643393.8683873862,8.783855141072232,4.813112299058715,4.404771525885728,3.553159121883011,538432,198249,16.111902970890757,2.183965823613976,7.237971060615241,1.3314396602654084,1.3314396602654084,0.009299157921585382,0.7632701629069798,0.42077406198870726,-0.0014945899921879847,1.3435024284241197,0.33734994723023776,923947,907258,True,False,82.7149085881298,,87.12020096237431,80.03723553529504,641970.475814023,519996.0854093586,364822.42409279704,844176.7882563692,724912.00725857,2119442.1677619764,2854797.5580437547,481000.0,900000.0,26941151.29536946,25685024.243218627,30382499.303887475,31182123.24957189,24266487.76081141,25481995.686281964,547755.0,424053.0,971808.0,788686.0991526366,214555.7977011203,1003241.8968537564,956736.7072520414,402589.8948388424,671984.8321548348,544307.7140454162,811499.9999999999,3208893.3605797254,2365123.4378767554,6300000.0,33473605.943307746,35116999.811695136,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
97,4.285668984909991,10.761227200462676,6.163058984715604,31.97118237055095,19.66364812419146,360171198.8284197,388117815.92269886,-2236714.1356432904,15.046896185372667,10.761227200462676,4.589651908059805,1.5734070766557986,85834,716044,9.692953684461546,3.0876500199328305,6.168530353112073,1.818572328349272,1.818572328349272,-0.0002525597922977754,1.3284280485259927,0.427681033791453,0.003216803184950931,1.2911212920540065,0.16760450729238693,280255,550837,True,False,88.9792398201195,,93.56797196383225,85.98396955447409,871489.229096948,705906.2755685276,595191.9043870769,1307779.5082821907,1185282.2527905395,2896944.166996418,3768488.3786869254,481000.0,900000.0,15312798.476690704,14128919.262024572,20626538.91523686,21685652.811115645,11841685.337556202,12876785.744522057,813020.0,629412.0,1442432.0,1020352.0705330282,277578.68772432266,1297930.7582573511,1678327.8370867593,741857.4044592677,930215.7215012806,753474.7344160369,1520040.0000000002,4849417.069832226,3671816.8300677207,6300000.0,22077121.845404632,24313835.981047925,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
98,6.539604524802198,3.9187198623159487,4.384861895615178,18.761906145049274,13.585494568676975,139019059.04215643,149805908.25302005,-978086.9332758533,10.458324387118147,3.9187198623159487,3.0963984583321285,1.28846343728305,265194,342124,8.27007264377202,3.2930831214158074,2.9426559126322016,1.5528673222763394,1.5528673222763394,-0.008017418417925182,1.3973991286267622,0.11431080728607064,0.0027412448313102094,0.7614875455534387,0.26745896548053955,811121,660184,True,True,84.39050767640677,79.1419399440098,87.48708050131077,80.43149414430138,654119.6878026725,493879.0567045158,401188.5211454921,875162.4122295175,733121.2476620533,2172793.365237654,2865147.0168426875,481000.0,900000.0,6669448.61077824,6110825.420476124,9930591.191848252,10089253.737242224,4327631.350284221,4750404.557472677,561535.0,434721.0,996256.0,741749.2353566351,201786.99619167362,943536.2315483087,1053002.60916801,469244.2621613089,713280.2422093786,530713.8763389615,880140.0000000002,3362207.7171800947,2542783.329298213,6300000.0,12868383.474668156,13846470.40794401,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
99,4.208169852944657,5.003698500886895,4.747321848507124,18.96288870322557,9.83182406209573,72828179.40729935,78479106.66131018,-411228.041269911,9.211868353831552,5.003698500886895,0.5856155801946854,4.161706268312438,611977,853655,7.187861570547893,3.7972346988308203,1.978936228683369,1.4426474221912113,1.4426474221912113,0.005924285065626958,1.2264461567367573,0.07201188218605889,0.002875578537257082,0.8308174504502098,0.3824362625033258,141088,974645,True,True,83.144759988227,80.22888902578424,83.73067208772254,84.39050767640677,634312.834547853,359323.88554230536,287819.34946160665,679153.3366687272,708617.2589494986,2090053.2856771087,2616877.5171715524,481000.0,900000.0,3141966.606042692,2804477.0794893773,4966441.556688752,4772081.081602712,1390972.4549691374,1565153.7014124007,406510.0,314706.0,721216.0,560977.053767759,152609.35801008975,713586.4117778486,834049.6157870577,345581.1851307825,688021.1203194028,387641.6769386707,851320.0,2969788.324163361,2364199.80780741,6300000.0,8296653.2325253915,8707881.273795301,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
100,2.0446177665477006,7.445069339809365,2.5981745723029572,19.53293101846939,9.50053731425012,64493348.842674114,69497554.98435567,-772544.9676894173,7.445069339809365,9.489687106357065,0.6488905681722614,1.949284004130696,174406,232062,5.483030700602254,2.9727434172134526,1.6604839926918582,1.320874915677608,1.320874915677608,-0.003898506854989864,0.6358872054917778,0.04361143889704074,0.001158004744448546,1.3977148079437067,0.1085344949800699,494905,754731,True,False,81.37607206171242,,82.0249560223687,84.71358070323141,92668.59372490118,48348.83150864409,383183.39284319425,895190.377825458,860554.484677414,1814469.0249746917,2702561.1133484803,481000.0,900000.0,2434681.9467489976,2052894.3177798158,4241486.84408586,4038545.3681415683,919820.4613002492,1154479.915200059,392730.0,304038.0,696768.0,563410.5849152356,153271.38085687038,716681.9657721058,1037213.5999539504,435484.7946252595,93221.77384881675,48637.447225469616,987275.9999999999,2971713.6066914243,1996227.1630577152,6300000.0,7569773.237394437,8342318.2050838545,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
101,6.2545434622588925,2.8783013244081026,4.725744111050171,16.73689022212527,9.916699179312374,149951173.90654215,161586274.2522535,-1225304.0328290164,9.132844786666995,2.8783013244081026,0.7154689034983512,4.010275207551819,98807,965637,15.272772177073591,3.9039484350776865,4.09377039393601,1.4619566997732165,1.4619566997732165,0.00820695296140502,0.6556199070016392,0.42126647138385154,0.004137560282706845,1.271942688355788,0.21698881932834346,718058,271596,True,False,83.06536068502433,,83.77995441384833,78.10153528135417,129199.1885768926,104651.342747283,361077.199576248,778893.1482091661,606476.0613794145,1552882.5922342853,2354411.2107748063,481000.0,900000.0,12162879.226612791,11450193.68401231,15669993.235179765,15982578.320644539,9673346.12877975,10310236.534073994,409955.0,317373.0,727328.0,566392.5909301732,154082.61194103927,720475.2028712124,948792.0050200742,428816.03976005607,130090.70498577775,105373.47103847997,738708.0000000001,2689566.0642360514,1776847.1168718075,6300000.0,19280427.170943715,20505731.20377273,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
102,3.9731052140545753,6.805910577534,4.549598112355906,22.134524481478483,15.168004818716332,584908586.654398,630293160.3225819,-2216678.289846994,10.779015791588575,6.805910577534,4.350679421545878,0.1989186908100288,971958,974541,17.28675654018399,3.0283458715387512,11.227321071278132,1.5722093085626696,1.5722093085626696,-0.009895732602016519,1.0390806867343478,0.06230431711352585,0.00442267953204377,0.6673887824776614,0.12691433210263722,299864,228086,True,False,84.71084279622443,,89.06137703032917,82.03043183638268,721422.9384308779,584352.580129011,438904.8280820488,990215.4672287094,872910.5169407094,2356630.506064688,3123633.686683094,481000.0,900000.0,38070445.837985285,36629933.40840207,45356519.28486716,46624741.26607564,34347993.18005117,35817285.32314029,626990.0,485394.0,1112384.0,837363.9677579743,227798.22575992587,1065162.1935179,1188416.5810979304,512543.6162161038,764156.9146764079,618967.1008878903,1042188.0000000001,3746936.4595292103,2798480.1508907,6300000.0,47909582.82533795,50126261.11518494,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
103,11.96100742776277,2.313513353054875,6.4576578869470165,23.045692020819533,17.415826471453897,547380495.3744013,589853167.1451187,-1679478.6720583476,14.274520780817644,2.313513353054875,3.132508223976105,3.3251496629709116,234849,414756,13.336156687875512,2.4348705083303335,8.84947926821669,1.520429356986677,1.520429356986677,-0.0036855985975325087,0.9643858754741952,0.24633770877211014,0.0004884180686818172,0.8173474849263049,0.04773090048213355,458278,906640,True,True,88.20715004414875,77.53752643791454,91.3393156601436,80.86134554439859,800443.1954352306,566477.4234136364,507846.8347265709,1096129.8940530925,874573.5689956427,2553974.9105975768,3280529.5389332664,481000.0,900000.0,29461921.591079507,28334608.91132293,35822347.08306353,36650600.034752876,26308545.766385905,27426995.190239504,720005.0,557403.0,1277408.0,983371.8266607055,267518.5056927982,1250890.332353504,1319455.5256790714,594046.0951287872,936316.5800888673,643603.1123364635,1050372.0,3912420.570745859,3061194.850376862,6300000.0,38209926.51231767,39889405.184376016,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
104,6.4312405178575,2.435455705126858,2.6662053289502743,13.968357257061488,10.998172447072834,379791347.6511938,409260342.9596845,-1460572.3207508698,8.866696222984357,2.435455705126858,2.122608607400107,0.543596721550167,14901,783074,19.78520929853682,1.1919237352262968,7.285093943396542,1.1392115378136778,1.1392115378136778,0.008843098882312208,0.8890208957392216,0.41765267986715915,-0.0023948010362722792,1.376696908276553,0.47634358772953833,638546,225295,True,True,82.79704579833945,77.66073225322901,84.91892372875554,78.20557574761973,330700.11923928827,252931.96495034895,364832.79462942365,838979.1674707965,663566.2746067699,1818251.566501246,2623556.875592582,481000.0,900000.0,32596406.895730887,31355672.640317876,35273827.34096575,35878334.311828904,30619734.246957105,31851000.778676894,454740.0,352044.0,806784.0,702907.2906142015,191220.35320477496,894127.6438189765,900781.3485700499,382915.342828387,338502.28572478535,257750.57355030839,701632.0,2760058.79249859,1903993.4426108738,6300000.0,38813768.54846716,40274340.86921803,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
105,2.2270421485860084,12.389908543595153,4.624362673289224,31.631221909065538,14.664229929430446,467633375.40778124,503918261.38849616,-2403505.1692680717,14.616950692181161,12.389908543595153,3.121782672225628,1.5025800010635961,816592,210309,16.83908071470286,3.5148685731995366,9.80150108766965,1.6597402047708867,1.6597402047708867,0.007731503892596447,1.4253604911260238,0.4332495621368536,0.0027758797270521383,0.8227371746397774,0.2816012397954722,412854,707608,False,True,,87.61302422363224,88.54938842002231,89.11613517046894,254630.06199811678,132850.46712945224,554854.8210324055,1230925.682250478,1220868.8902380024,2505713.4971303986,3481702.286850215,481000.0,900000.0,30676825.564935755,29306847.451944984,37245524.554120176,38460520.453546315,26942027.09493419,28286037.210854877,606320.0,469392.0,1075712.0,782717.0469838626,212931.96440297188,995649.0113868352,1600679.7646008027,703915.217649162,261217.88076430885,136287.58996398727,1570859.9999999995,4202833.35055895,3014324.0807170174,6300000.0,39342691.203561224,41746196.372829296,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
106,7.563134972603645,5.468064322299904,0.7599286280752026,19.259192245278655,13.83190619930594,244107640.3077822,263048584.99092305,-1642214.325190492,13.03119929490355,5.468064322299904,0.7417754913827056,0.018153136692497,6736,262945,11.21234166071039,2.0878996573278075,4.349603097331425,1.3308957910595005,1.3308957910595005,-0.009153596031517065,0.9084050829191344,0.09539519614321769,-0.0035923613983621042,0.6540024243465168,0.1674051951494927,824864,771490,True,False,86.96414026297596,,87.70611306186986,80.6915953099653,117836.44391859202,95447.51957405954,527426.0498260084,1181115.5235844657,962930.434877355,2058909.4196152021,3095927.2334760125,481000.0,900000.0,14353648.326164719,13449246.063095378,18608824.453306343,19076829.718104962,12043182.466391146,12900542.000862436,571870.0,442722.0,1014592.0,829716.4075942541,225717.76767507172,1055434.175269327,1382915.5058964312,603599.551547727,118753.21320838977,96190.10269879572,1124552.0,3500341.605963926,2326132.545572053,6300000.0,21408482.847342417,23050697.17253291,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
107,3.0913257637510316,9.605747442898341,4.45468093320289,26.7575015827506,12.74769502453849,191466080.7080455,206322430.30372536,-1715500.9822784755,12.697073206649373,9.605747442898341,1.6871180094857163,2.7675629237171733,583742,256147,10.742294799037321,2.204282425120918,3.672800708477831,1.32047730323824,1.32047730323824,-0.004744889700707099,1.4589552506006993,0.07979617587621023,-0.0002288443857499864,0.9542068916289335,0.16431712274822172,310356,722982,False,False,,,86.63011560812336,84.82857279752493,0.0,0.0,527681.9551350622,1221874.449476109,1130250.9908035542,2138932.945938616,3252125.440279663,481000.0,900000.0,10951462.030793758,9967399.193915678,13490144.192536477,13966531.19388818,8730716.807802783,9611921.058971368,527085.0,408051.0,935136.0,761091.1866427708,207048.82062569316,968140.0072684633,1423711.1617872778,602925.0688016865,0.0,0.0,1308583.9999999995,3630851.484333965,2391737.503407193,6300000.0,16159292.708202511,17874793.69048099,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
108,3.4432674424242684,1.4088696615007554,5.0296209602684225,11.290627725694202,4.914543077544371,31680802.304185458,34138997.89038059,-203266.45782272797,1.4088696615007554,4.852137103925024,2.150425832038392,2.8791951282300303,113601,650241,7.334949431795246,3.5372342504126353,1.4162633514831195,1.1863825539890032,1.1863825539890032,-0.002774604934284171,1.2165800554507036,0.3634755571173828,0.0036017360434461273,1.0887026525253582,0.2519915662914274,702688,76147,False,False,,,75.34172501830975,80.07556623339288,0.0,0.0,203365.9483311823,457222.62440437765,353371.073729693,1037737.0220608754,1710593.6981340707,481000.0,900000.0,1979245.654122438,1811480.43041576,3448928.025117639,2952518.875070408,984457.5842667621,1085464.6663756063,203255.0,157353.0,360608.0,306731.3606540839,83443.83378354744,390175.1944376312,501864.80352289445,218951.49176134635,0.0,0.0,384456.0,1781514.279650747,1081838.671780788,6300000.0,7967413.745466893,8170680.20328962,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
109,10.121608374557367,0.39745976424256,6.923419930784027,17.839947833826514,13.749768989096285,148802427.14394552,160348393.25011462,-530096.5269942377,10.519068138799927,0.39745976424256,3.214345552743006,3.709074378041021,706923,746718,8.084280024714218,2.7553998842110294,2.9122914955314814,1.4531618517898832,1.4531618517898832,0.008258516005790298,0.7959612725275382,0.08089464512526162,0.0005539558735298752,0.8016473551786596,0.4908165195098459,502843,510305,True,True,84.45074163056051,75.62099153302258,87.66504445676503,79.330855527492,841637.9585640463,588696.6269008652,356809.37812746887,767252.2723399595,608554.3512425463,2223026.4649893614,2771902.566019697,481000.0,900000.0,6879993.1881821975,6466483.71439162,10160048.776159026,10090961.410127547,4878388.061371915,5205993.184339782,568425.0,440055.0,1008480.0,779309.2872125653,212004.9103863105,991314.1975988762,898590.1653079551,405506.53688058804,974352.1122889242,662399.0423771925,708472.0000000001,3167427.7973249396,2568243.904299223,6300000.0,13292620.978834085,13822717.505828325,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
110,1.3420231530605893,2.072163901714844,8.502733293644937,13.989084250135214,6.998090309862626,60424792.01988803,65113308.28957933,-196405.13411107892,2.072163901714844,3.414187054775433,4.9533905411468515,3.5493427524980854,651735,287996,9.253147348931678,2.1677174805940336,1.8579657265667398,1.1619724647370895,1.1619724647370895,-0.0061940944464497095,0.5657582573687799,0.45784705856397445,-0.002281652702179629,1.11531913110052,0.29000191418546356,433430,773124,False,True,,78.63816505472391,76.00429851400096,82.18649253578101,459405.93258814013,372118.80539639347,144948.96431706494,349186.0533501534,308088.0254988112,1356391.4640136221,1875637.9729886535,481000.0,900000.0,4100171.18094104,3782037.0448695556,5823303.077693526,5468251.896817085,3063660.488101823,3326642.4092431166,289380.0,224028.0,513408.0,446031.18425741943,121339.2459189334,567370.4301763528,371727.37557206204,149268.3774390687,478489.6524431838,387576.6184789789,318560.0,1979819.4015375772,1428363.0865500579,6300000.0,10143483.676155949,10339888.810267027,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
111,7.404478591589557,6.289481119211732,3.8098938000446863,23.79333463005771,14.083793643948884,93146386.7941842,100373856.43617737,-834548.6203163457,6.289481119211732,13.69395971080129,3.424255170510151,0.3856386295345352,554184,135551,4.719485837579018,3.222707330386676,1.9144938487299983,1.5631525926130077,1.5631525926130077,-0.004473204451918605,1.2485653317080416,0.4040731011475013,0.0013773945141049857,0.8645319655464834,0.37448035702211563,468801,624142,True,True,80.22067530476328,88.91900586596576,83.6457969705059,89.30505075395114,459156.49620778527,257350.4770975072,475951.10883215035,1045416.6420121039,953043.1876913704,2345182.433689976,3122290.36704717,481000.0,900000.0,2579737.823605211,2199263.2577420385,5031994.0426995605,4951866.690767987,640366.8939602749,809903.3602132575,582205.0,450723.0,1032928.0,781139.8753425896,212502.9073675196,993642.7827101088,1326138.2964594907,586185.023423207,545301.6112371901,302381.5660382732,1209688.0,3735292.5163629176,2820616.544114998,6300000.0,7596701.526336643,8431250.14665299,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
112,9.408722121585239,2.9599694044683345,7.085139860954631,22.41380079147654,15.250142028925987,238990394.52653548,257534278.8425759,-945457.1793011669,12.368691526053574,2.9599694044683345,2.8059655633427445,4.2791742976118865,157401,300569,11.11112305796862,3.613349764631213,4.986576007944649,1.7182630270692096,1.7182630270692096,-0.0011535802558981772,1.0780040930882722,0.47561507672401077,0.0033658306002607033,1.15406391530218,0.2975416266340587,604973,929280,True,True,86.30156676728475,78.18367249156383,89.10792144944797,82.46302114348686,903689.9500683983,622404.9570840006,402355.4052384041,863462.3868921384,745687.5577714797,2424038.7010404333,2979204.083074943,481000.0,900000.0,12511594.787428148,11921855.294188283,17170440.431859665,17459198.232785553,9740669.593631733,10245014.51509044,630435.0,488061.0,1118496.0,817055.5981145243,222273.49487707985,1039329.0929916041,1104482.6187059039,497051.2614725627,1102705.0031590366,734156.5667312125,957015.9999999999,3693112.970193171,3036413.5918178917,6300000.0,19777327.461666495,20722784.64096766,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
113,8.000101493105934,4.471508055624487,5.615020716307831,22.558138320662742,12.501283393909526,189085666.86232367,203757313.97627065,-926051.1119677462,12.471609548730422,4.471508055624487,1.2516573574011438,4.363363358906687,274252,509546,10.98151581107274,2.2035149725190495,3.678181474165005,1.313175898666726,1.313175898666726,0.003541924446487727,1.0996223787255062,0.14533002360517636,0.0005656163848978702,0.8615153720896669,0.12837735522062327,948621,199093,False,True,,79.69499715942148,86.40286932654332,84.05922092856116,554056.6102370861,289073.01403674047,420998.0223216079,966121.4531914457,893321.5368106518,2308753.2968490208,3027321.4618543205,481000.0,900000.0,11539698.081461087,10913257.720703453,15474269.7574156,15604409.827024996,9594953.655877156,10183631.748735731,516750.0,400050.0,916800.0,747657.6033293954,203394.32083562168,951051.9241650171,1131157.956266329,481258.5018625607,572213.3207138404,298546.08037243836,1036667.9999999995,3367830.1403771522,2571919.0980188036,6300000.0,18406439.617038447,19332490.729006194,73.93170290971067,75.22399501700924,SPY,2026-03-27 00:00:00,25,2,2026-07-01,1952-07-26,1951-04-11,stochastic,stochastic
