date,apy_roi,apy_cpi,earn_lc,earn_cc,earn_norm_lc,earn_norm_cc,exp_total_lc,exp_total_cc,exp_norm_total_lc,exp_norm_total_cc,worth_lc,worth_cc,worth_norm_lc,worth_norm_cc,added_lc_worth_norm,exp_al_cc,exp_cc,exp_lc,exp_non_taylor
2026-07-31,-19.845520304461505,2.928515215633043,-104114.25080313883,-104114.25080313883,-103864.11764284667,-103864.11764284667,19269.827453611924,13394.179345125878,19223.531938808956,13362.0,5576615.921743249,5582491.569851735,5563218.173082706,5569079.705021515,960008,0.0,3759.0310241148063,9634.679132600853,9635.148321011071
2026-08-31,-52.994861504243815,2.4965832625685636,-444128.833925991,-444487.08094716276,-442152.2895165485,-442508.9422004631,38589.203478457755,26815.911222637693,38417.46665667578,26696.57008699766,5216107.052499458,5227880.344755278,5192893.366635978,5204614.263205656,960008,0.0,7525.794573034826,19299.086828854885,19290.116649602867
2026-09-30,50.11195185049655,5.189667408463072,-264536.2128422757,-264489.1007721316,-262250.87764897145,-262204.1725812213,58010.623352005554,40294.35182000266,57509.468074595956,39946.24787114731,5377606.895190423,5395323.166722426,5331149.609961721,5348712.83016517,960008,0.0,11308.473231927102,29024.74476393,28985.878588075553
2026-10-31,-20.060925519463325,5.612269283421867,-363945.5070522216,-364225.89419936005,-359163.3245911647,-359440.02749857114,77542.79718533359,53834.263977702445,76523.89793394707,53126.89084625962,5257593.05513549,5281301.588343121,5188509.170849385,5211906.177937072,960008,0.0,15108.403675825784,38816.936883456925,38725.86030187666
2026-11-30,-23.91007632686296,3.418092907543424,-482314.3683131845,-483128.5267219107,-474645.5826819338,-475446.7959936101,97143.48590694086,67412.15203680072,95598.90706410405,66340.30061193126,5117877.715300879,5147609.049171019,5036503.59571398,5065762.202166152,960008,0.0,18918.991927705632,48650.32579784578,48493.160109095086
2026-12-31,-1.1412282027608134,1.3889474016639758,-487207.2361181835,-488049.81870864774,-478909.8346645972,-479738.0676200548,116772.37335865377,81005.65673809897,114783.6769916528,79626.08680534786,5093263.087517487,5129029.804138042,5006522.075863847,5041679.666050152,960008,0.0,22733.962937275188,58500.67955783,58271.69380082378
2027-01-31,9.253065211561884,4.643320151431607,-449506.9759390559,-450084.81380709406,-440183.5775422207,-440749.43025109364,136494.30715406017,94650.67331512373,133663.2258302637,92687.48701750943,5112105.761330687,5153949.395169624,5006073.594510423,5047049.333323178,960008,0.0,26563.39058013126,68407.02441906769,68087.28273499246
2027-02-28,40.76052451693104,4.806123252949557,-301764.22302128014,-301132.75616361975,-294351.5049050506,-293735.54977959197,156312.95491872996,108349.17147402055,152473.18935233366,105687.61717105305,5243974.629295449,5291938.412740158,5115158.478240705,5161944.050421986,960008,0.0,30407.82764762588,78371.61109233527,77941.34382639467
2027-03-31,45.77605648564101,5.502344699543604,-134445.2485942915,-132283.40609164347,-130558.59293727865,-128459.24678522938,176242.55116245727,122108.95067583804,171147.58413577554,118578.92303352016,5396351.46930977,5450485.069796389,5240349.229106295,5292917.890208551,960008,0.0,34269.463032060514,88403.06351867972,87839.48764377754
2027-04-30,-39.376351021897705,1.4767317671206204,-354882.5316830364,-354932.009900128,-344202.5518738937,-344250.5410733179,196202.6395293841,135885.54925865753,190298.0371846683,131796.15405637995,5148754.709644521,5209071.799915247,4993805.9831449445,5052307.866273232,960008,0.0,38135.8187187521,98452.90898947866,97749.73053990543
2027-05-31,-50.6867033961505,3.20832228271577,-649457.2934012135,-652957.6822745751,-628256.7570372684,-631642.8810892913,216228.5652635033,149698.45020595644,209170.11568202998,144811.77410043922,4822928.716453813,4889458.83151136,4665491.612162603,4729849.953744194,960008,0.0,42012.36254096217,108542.47759850901,107686.08766499427
2027-06-30,57.353429272404256,4.428979803961064,-463776.26612618554,-464715.26941106305,-447019.70751707663,-447924.7839610905,236345.1955388845,163561.3255194377,227805.87947144458,157651.7412275492,4996817.835730063,5069601.70574951,4816279.3368050875,4886433.475048983,960008,0.0,45902.93149961766,118686.80151906445,117658.39401982003
2027-07-31,14.009329304294127,5.153146595838987,-408882.493422418,-409021.9115815824,-392462.48004901846,-392596.299416171,256567.52006160247,177482.37059979278,246264.21244055653,170354.98572596666,5034085.71225212,5113170.86171393,4831925.541426162,4907834.768140753,960008,0.0,49809.82560613851,128894.9750679482,127672.54499365427
2027-08-31,0.8351782824194576,1.9220388572332991,-405392.2013009065,-405476.7872045486,-388495.5143806379,-388576.5747563416,276830.0568471659,191425.51895870903,265291.82107041305,183446.93167455346,5017491.354029636,5102895.891918093,4808363.057377315,4890207.946773175,960008,0.0,53722.92292285277,139127.4608113097,137702.59603585626
2027-09-30,-53.87449810723071,10.738910866914985,-718727.4534059989,-724145.4321392484,-682940.9678846182,-688089.1775745763,297309.2435287746,205487.6951701579,282505.7837631923,195256.16388082126,4666389.268980662,4758210.81733928,4434042.958539714,4521292.578422085,960008,0.0,57669.425002850774,149490.97336146742,147818.27016730714
2027-10-31,11.795454259420367,0.8559994156884354,-675166.5775435839,-679727.3995247954,-641093.5227760351,-645424.1776513507,317806.66357842356,219559.86325270621,301768.1862399914,208479.52323856793,4692228.114994198,4790474.915319916,4455429.448025662,4548718.111027086,960008,0.0,61618.731267598276,159865.53159331565,157941.13198510793
2027-11-30,-14.715506137231316,3.7091633034302074,-736997.0275745449,-742852.4677476616,-697682.9272728467,-703226.0169836635,338382.15572386945,233674.80558180215,320331.6215796358,221209.74208642246,4605634.369379782,4710341.719521849,4359953.091469294,4459074.970962508,960008,0.0,65580.04197962565,170287.39212169297,168094.7636021765
2027-12-31,44.486994586004954,4.832248631859448,-593561.9493269488,-596156.4474112674,-559693.8094246268,-562140.2676553199,359059.25533126656,247845.36568690685,338571.6396635639,233703.51995581758,4738930.716264437,4850144.605908797,4468531.360868007,4573399.480575753,960008,0.0,69556.96163193388,180770.85127629354,178288.40405497298
2028-01-31,7.617107249529731,4.613110824668132,-564482.9082978095,-566394.9753753023,-530277.3425796281,-532073.5455005355,379833.9470026818,262069.28214538295,356817.4218870233,246188.8579175316,4749438.326113359,4867202.990970658,4461640.020088102,4572268.584057594,960008,0.0,73548.8555639265,191313.52042122532,188520.42658145644
2028-02-29,-11.556161068070658,2.6253726519555043,-612838.6062470679,-615949.6766954698,-574460.9275827352,-577377.1740419925,400664.94804697996,276323.94954483624,375574.1811281455,259019.7659722111,4676384.404439775,4800725.402941919,4383536.049008112,4500090.464164047,960008,0.0,77549.37964325219,201890.37814539592,198774.56990158407
2028-03-31,38.60411091232589,3.8774733498665226,-483874.62360014673,-483556.653793024,-452137.41184903006,-451840.2975995392,421578.88315872033,290623.8781751705,393927.6329545682,271561.93296930223,4795483.87454982,4926438.87953337,4480949.324167156,4603315.024152421,960008,0.0,81562.6061335795,212517.61111712933,209061.272041591
2028-04-30,85.96089449776775,1.9243371343119708,-229441.53283071553,-222175.50782388292,-214052.2554021951,-207273.58276462692,442534.5106901221,304946.5385737891,412852.49857712974,284492.9318310137,5051328.969720564,5188916.941836896,4712522.381660037,4840881.948406152,960008,0.0,85582.21221761031,223170.18433394327,219364.32635617882
2028-05-31,22.139703592591875,2.796707878243776,-144549.23453417467,-134970.91522995406,-134544.29947949466,-125628.94088122685,463550.61918631045,319302.1588365414,431466.0920391309,297201.7487425436,5122642.36503915,5266890.825388919,4768080.098862278,4902344.442158865,960008,0.0,89611.06837576935,233859.5287255384,229691.09046077204
2028-06-30,21.72912728802503,2.5823573242044207,-59919.81044748271,-47958.41162006381,-55654.106347121065,-44544.242056329276,484622.79460274597,333688.3121637645,450122.3943740516,309932.9699687605,5193857.775091997,5344792.257530979,4824105.931044968,4964295.3554502595,960008,0.0,93648.49353495859,244582.97597394008,240039.8186288059
2028-07-31,26.51086283793498,5.161630178152987,42865.44572385038,57813.80340042713,39647.21484545205,53473.287067072364,505806.06729665585,348134.9280986992,467831.4078298674,321997.82497199974,5285050.332714248,5442721.471912205,4888261.919869942,5034095.502727809,960008,0.0,97702.8873200211,255374.02651797773,250432.0407786781
2028-08-31,45.45100893718532,3.7170675370406636,210480.60893602658,230429.50058423393,194087.05905545285,212482.20591001774,527070.2991364996,362625.54849498044,486018.75864951196,334381.9965246909,5447442.883595642,5611887.634237161,5023161.867471519,5174798.6295963405,960008,0.0,101769.6308079761,266214.3814494953,260855.91768700437
2028-09-30,8.607817341568946,4.049736297277584,248094.27225979752,269178.62684321404,228015.55597417778,247393.51576705874,548422.9554848047,377164.1866671534,504038.0979570606,346639.60974642506,5467343.221024555,5638601.989842206,5024861.28715668,5182259.775367315,960008,0.0,105849.8503219447,277108.619139596,271314.3363452087
2028-10-31,11.872381784648622,3.303305848335669,299448.41375196166,322141.3827373084,274469.17129389563,295269.1492051674,569848.291126145,391742.25270528515,522312.9629205157,359064.08757898817,5502423.302168507,5680529.340589367,5043424.825437123,5206673.70077865,960008,0.0,109941.13513282588,288047.1735536858,281801.1175724593
2028-11-30,17.82562396598797,2.0145811870820873,375180.9534153401,400325.2828065064,343313.18479432655,366321.76165361743,591318.3663036947,406344.5695447595,541091.9443406883,371829.7718057539,5564528.867037547,5749502.663796482,5091879.291398261,5261141.463933195,960008,0.0,114039.22584888851,299013.0226078236,292305.343695871
2028-12-31,19.562494288943032,4.590882892438475,458651.55205061124,486570.577002936,418126.8740744648,443579.08191793534,612889.4484176093,421001.60887538345,558736.9062076117,383803.53432219446,5635298.442318373,5827186.281860599,5137385.258217272,5312318.630102689,960008,0.0,118152.67424657148,310040.5137887974,302848.93462881196
2029-01-31,-5.7300826544037005,-11.13588544584767,431008.9040619019,457986.66777383746,396811.5044951659,421648.78025806,634195.3634971707,435515.15223497443,583876.6066350867,400960.2148821993,5583343.492374232,5782023.703636428,5140346.082047798,5323262.473800685,960008,0.0,122225.85098646568,320906.062248662,313289.30124850874
2029-02-28,86.97026240851852,1.1825536227842326,729896.1776903616,767509.6808564772,671326.2549673552,705921.4932882539,655527.4867737683,450042.92119102826,602925.2189215944,413929.5944990002,5894848.358233008,6100332.923815748,5421821.065641792,5610816.6900643855,960008,0.0,126303.0200917794,331787.5856745195,323739.90109924885
2029-03-31,16.06047880300554,4.194907170548823,803517.6199083236,843697.4435550339,736513.5479603535,773342.8392381681,676951.4488702606,464620.52464034455,620501.5310818235,425876.54903834447,5955232.796874352,6167563.721104268,5458635.289984327,5653260.272027806,960008,0.0,130394.17507867777,342725.09930859384,334226.3495616668
2029-04-30,22.719742034136956,3.1684983743009765,905992.0443978766,949825.5437284687,828286.9018738546,868360.8888181387,698445.4081200743,479236.0711011868,638541.1293586765,438132.94283661223,6047861.876449832,6267071.213468719,5529148.746482491,5729556.933004554,960008,0.0,134495.9786431261,353705.31566201366,344740.0924580607
2029-05-31,26.97957656959502,2.7418512901410397,1027578.8140574862,1075819.3179976144,937330.1838068829,981333.8940883285,720000.2611166247,493884.59981672536,656765.1725210584,450508.4538456648,6161935.403634386,6388051.064934285,5620754.306609948,5827011.025285342,960008,0.0,138607.03856553813,364722.69986543746,355277.56125118723
2029-06-30,-29.089665911079944,2.4253268710814346,853567.2631477677,895422.3160355261,777048.1503928474,815151.0543293084,741609.213626541,508562.41066334327,675126.7212822286,462971.69259743067,5945982.268681742,6179029.07164494,5412947.19657958,5625102.225264378,960008,0.0,142726.31641876497,375773.11938196275,365836.0942445783
2029-07-31,116.53253999021618,3.8461473930935464,1248966.3874360817,1306318.7118672128,1133430.9452130196,1185477.9017556892,763303.6380129291,523286.45621671784,692694.3532031656,474879.9236338452,6369002.896614024,6609020.078410235,5779839.270128582,5997653.6996979015,960008,0.0,146858.56988569765,386875.75168190897,376427.88633102016
2029-08-31,-44.23997737083608,4.860015525296735,946372.5498327275,992321.5633674122,855438.8238062701,896972.7525958536,785106.0237590747,538068.8458616011,709667.8508335733,486367.63683815766,6008341.81660922,6255378.994506693,5431020.64565871,5654320.859654126,960008,0.0,151007.19742411346,398044.3753215872,387061.6484374876
2029-09-30,64.89438361069062,4.37077999968436,1202079.3610598196,1258541.939059176,1082708.9291487737,1133564.5875545254,807006.2163250878,552904.0282361561,726867.8463320347,497998.84078021516,6275561.473998497,6529663.662087428,5652377.591218031,5881246.59676985,960008,0.0,155170.6410631332,409272.82915206486,397733.38717302296
2029-10-31,34.13703071453822,-0.1065652668292727,1357564.324516262,1420322.605233679,1222862.3732617584,1279393.573083376,828903.9642956601,567737.8925375016,746657.4148122648,511405.0908095456,6429143.287987515,6690309.359745674,5791222.7635988835,6026475.087601602,960008,0.0,159333.7147893752,420499.78654753364,408404.1777481265
2029-11-30,31.284899297894352,3.4396627240726785,1505065.0768529153,1573815.1655521384,1351912.300586926,1413666.5011250633,850879.3535006859,582613.6204587417,764295.3663627162,523327.8826950213,6573685.797396919,6841951.530438863,5904759.087412517,6145726.571080212,960008,0.0,163508.53739861408,431774.27044055826,419105.08306012757
2029-12-31,-0.9147966939979435,8.354921965954443,1500032.6199686527,1568577.3389899407,1338412.2124053154,1399571.60841625,873040.0024031515,597589.1531699983,778974.6606704877,533202.1517108013,6545841.304581335,6821292.153814488,5840562.28237349,6086334.791333176,960008,0.0,167711.36988381183,443162.219116965,429877.78328618646
2030-01-31,65.85514296090676,4.481920594072486,1781919.4079432439,1862326.002546646,1584128.7759219657,1655610.347825468,895302.608638271,612619.5013909503,795925.2361131815,544619.5695037189,6843061.6379229715,7125744.7451702915,6083491.098261137,6334796.764870599,960008,0.0,171929.58615596945,454612.6934032901,440689.9152349809
2030-02-28,181.84475734554763,3.4538933112490344,2399071.7068449785,2504972.523001428,2126751.5144718834,2220631.4599949503,917644.5229504814,627692.4405325138,813482.0953302471,556442.6626833363,7518616.299324466,7808568.381742434,6665173.265016768,6922212.697663679,960008,0.0,176159.75542560444,466111.837843572,451532.6851069093
2030-03-31,73.79536161139535,4.671657400427942,2753470.8565651206,2873038.9177807104,2431652.8891773294,2537246.170041366,940093.5247338207,642822.8391799418,830218.0246670898,567691.5048489132,7893820.741100974,8191091.426654854,6971213.065858046,7233739.585676222,960008,0.0,180406.05051076048,477676.73606463935,462416.7886691813
2030-04-30,-35.90674167173663,11.980062680888114,2466210.006683806,2574960.2101625986,2157526.275131068,2252664.734871098,962809.9861063557,658096.5804498168,842299.6571067646,575725.7735741674,7549632.865186484,7854346.2708430225,6604681.36536973,6871255.248902326,960008,0.0,184692.57421694451,489405.9798734835,473404.0062328722
2030-05-31,9.357974321034268,-10.946518741817634,2522700.6059824666,2633730.846544817,2228371.0495148124,2326447.124457305,985251.6525986417,673223.4712360154,870299.96898201,594676.8671631387,7590886.083829945,7902914.265192571,6705239.119242946,6980862.221061816,960008,0.0,188937.88483273896,500966.06619536516,484285.58640327654
