date,apy_roi,apy_cpi,earn_lc,earn_cc,earn_norm_lc,earn_norm_cc,exp_total_lc,exp_total_cc,exp_norm_total_lc,exp_norm_total_cc,worth_lc,worth_cc,worth_norm_lc,worth_norm_cc,added_lc_worth_norm,exp_al_cc,exp_cc,exp_lc,exp_non_taylor
2026-07-31,-16.00535825813004,1.1545216835765482,-82248.97678265697,-82248.97678265697,-82170.33585775769,-82170.33585775769,19234.980627606907,13374.788070384953,19216.58943629796,13362.0,5598516.042589736,5604376.235146957,5593163.119102114,5599017.708538411,89000,0.0,3753.58892859928,9613.781485821233,9621.199141785673
2026-08-31,-59.18735184781647,6.124608354299843,-485123.7439524827,-485545.44922118256,-482265.00374395703,-482684.2239852328,38589.35167252567,26815.994495005805,38361.9521015453,26657.97303625407,5174902.736091305,5186676.093268825,5144408.037138118,5156112.01620341,89000,0.0,7525.817943142625,19299.17512066249,19290.17655186318
2026-09-30,-16.563379951968106,11.819647640539932,-562628.0199956305,-563226.0542836715,-554129.6606074364,-554718.6617330228,58170.043429465935,40382.919598673005,57291.39907276593,39772.9454208908,5077239.81737757,5095026.941208363,5000549.3449257035,5018067.798577578,89000,0.0,11333.329478747473,29120.453309540404,29049.59011992553
2026-10-31,81.00544762540251,0.15136368913382103,-305266.3577289837,-304962.7754062892,-300617.49111896264,-300318.53201690037,77753.82229380078,53951.5547994788,76569.71818566296,53129.932713337585,5317966.298760205,5341768.566254527,5236979.595399096,5260419.380871422,89000,0.0,15141.320947316679,38943.58844163866,38810.23385216212
2026-11-30,-17.721880026085522,0.3262915027261837,-391013.28863321536,-391093.4942609401,-384954.0752836451,-385033.038030311,97344.2517375232,67523.87393616361,95835.78743009857,66477.51165062889,5211375.235163074,5241195.612964434,5130618.812523587,5159977.088303057,89000,0.0,18950.346300001012,48770.724101360596,48573.5276361626
2026-12-31,38.41808272050393,-0.12123074383115773,-247894.7987033423,-247156.05592541932,-244078.04746582927,-243350.67885721757,116932.20427315912,81094.82115843598,115131.83920822365,79846.23199629401,5337579.1095717,5373416.492686423,5255398.233739121,5290683.840951051,89000,0.0,22758.986629556573,58596.36974427971,58335.834528879415
2027-01-31,44.707909460264595,0.765548488824086,-80963.7103383785,-79104.16480611978,-79666.49350285486,-77836.74198276267,136535.73267497052,94674.39583248194,134348.12973117892,93157.50363900859,5488563.687018533,5530425.023861022,5400624.816777934,5441815.442870105,89000,0.0,26570.048224203503,68431.38506669209,68104.34760827843
2027-02-28,121.05291233639997,2.219959756421064,294104.896304915,298825.0943096727,288863.6618827223,293499.741382236,156184.16905223439,108278.84022265856,153400.81572040322,106349.20630054346,5853314.2158139795,5901219.544643555,5749002.480996657,5796054.090416516,89000,0.0,30388.08942036892,78293.41824994476,77890.75080228964
2027-03-31,2.668490366901022,4.119462753667502,306964.62273848674,311790.0687105916,300481.67461322894,305205.20944117877,175915.4314510289,121929.12786269916,172200.1804675273,119354.04216116141,5846785.816337455,5900772.119925785,5723304.456144686,5776150.594451051,89000,0.0,34218.99636919037,88205.29995752011,87710.13149350879
2027-04-30,44.36024149257369,4.124606548010368,488612.44778952893,495115.13916405017,476684.9166437702,483028.87065035955,195729.98493523165,135625.46961676967,190952.0151924725,132314.71275756456,6014084.425017673,6074188.940336134,5867274.454012758,5925911.756447666,89000,0.0,38062.828248981146,98167.34356744314,97562.64136778851
2027-05-31,-53.927577366169984,2.303546156094627,112500.36647055659,115244.20899036987,109546.01823696287,112217.8052910387,215591.64128287736,149347.82959819672,209930.03497363627,145425.8379602409,5605870.019144887,5672113.830829567,5458655.457020317,5523159.654033712,89000,0.0,41913.96205607226,108157.77374075289,107433.86754212446
2027-06-30,23.004561684529314,6.376225467257601,210064.85019099328,213961.59908655507,203497.46336000523,207272.38579408565,235581.66553913493,163141.05572449206,228216.53078918863,158040.6763893278,5687196.632530646,5759637.242345289,5509394.300366258,5579570.154766119,89000,0.0,45784.98420646947,118225.59402111237,117356.07151802258
2027-07-31,54.795639119731085,1.3975415852040873,420959.2447638797,427542.2588857859,407327.1677376962,413697.00170810195,255600.64809486322,176950.24370420756,247323.43892054987,171219.99931123614,5886807.95714878,5965458.3615394365,5696173.304249745,5772276.743859059,89000,0.0,49660.485996915,128310.89038757066,127289.75770729256
2027-08-31,31.575984938401504,5.25955582359956,557128.9715605705,565531.2745324415,536789.4122590699,544884.9655404934,275726.91261871095,190818.54503053753,265660.7265531776,183852.17761725586,6008763.80363281,6093672.171220982,5789396.989212152,5871205.538148073,89000,0.0,53552.577747681156,138460.94533585457,137265.96728285638
2027-09-30,24.771840560827375,-6.401848181246905,668977.1472223544,678959.9493324035,648117.688141439,657789.2152655007,295714.61727984145,204610.59669760198,286493.90326234576,198230.60840195292,6105756.703393371,6196860.72397561,5915372.349247225,6003635.644107617,89000,0.0,57423.270290076885,148527.29087231637,147187.3264075251
2027-10-31,-7.835012709298006,0.40791292777995203,627603.9641564416,636969.4368338431,607828.335167205,616898.704366052,315710.8113636121,218407.3279190109,305762.85018110217,211525.37284522128,6042383.536117366,6139687.019561967,5851989.686101557,5946227.163437437,89000,0.0,61295.2761335347,158598.75957813594,157112.0517854762
2027-11-30,-32.343619498666676,0.6437961336094311,434028.24985095585,440276.47728902195,420127.4039575476,426175.51620321936,335720.395531563,232211.43929065205,324968.1058288515,224774.2841437824,5818684.0260156235,5922192.9822565345,5632326.041308741,5732519.86299381,89000,0.0,65169.35319113494,168678.30943204588,167042.08609951712
2027-12-31,-40.60330600775046,5.124853826863718,186837.75057673582,188688.68982074532,180102.13416536717,181886.34590537968,355834.5247939867,246073.16299967858,343006.4701982985,237202.07335113725,5537117.25644899,5646878.618243298,5337500.756308711,5443305.153155872,89000,0.0,69059.5989559044,178820.96075021254,177013.56404377418
2028-01-31,30.842667241597745,0.48543056046497224,312280.7464610275,316618.3215153553,300901.3802095447,305080.89603112807,375958.8196168465,259940.48169162485,362259.0537735201,250468.37052794473,5650497.363249524,5766515.701174745,5444595.847616127,5556386.530861702,89000,0.0,72951.4149336621,188969.75285888376,186989.06675796275
2028-02-29,90.09475744916267,2.5951840974552276,622990.1840955603,633707.3732289058,599008.4198342009,609313.0549500005,396136.97281456157,273837.4396712622,380887.83448176534,263296.174187819,5961701.863848981,6084001.396992281,5732208.474795193,5849800.135089139,89000,0.0,76851.54907702688,199151.08222032624,196985.89059423536
2028-03-31,-21.20275867853253,0.3542626293040918,505772.28693843575,514084.8449067635,486159.4889946798,494149.7032442257,416322.5737586156,287738.4936485206,400178.4497537627,276580.5929839157,5816509.592675959,5945093.672786053,5590957.4413914075,5714555.298161254,89000,0.0,80752.83274823769,209336.91285833268,206985.6609002829
2028-04-30,81.13880823313376,3.192938988630223,800982.1044893012,815820.7898927224,767907.7531833283,782133.7159164166,436574.4706468213,301676.0048089671,418547.32955033134,289219.12455195334,6112597.45545998,6247495.921297834,5860194.568428215,5989522.773426592,89000,0.0,84664.3480043127,219562.81384216694,217011.6568046544
2028-05-31,-49.73180513793752,3.5090041198744704,460480.980169892,467805.1711834162,440199.7164156421,447201.32331358135,456899.3718508298,315653.6304810846,436775.85520473734,301751.0920257254,5727452.128823153,5868697.8701928975,5475194.22400883,5610218.987187842,89000,0.0,88587.12126209152,229832.8626318368,227066.50921899304
2028-06-30,-24.295217496925126,-6.042600051674862,329166.7916813328,333252.61954694113,316307.7457722437,320233.95897006575,477092.3755575104,329558.8437717289,458454.5514658576,316684.4821747984,5565469.533449318,5713003.0652351,5348052.011254232,5489822.080545291,89000,0.0,92489.57223050317,240023.1040162846,237069.27154122578
2028-07-31,76.93111354033799,-3.3551861823534868,600192.832968878,611463.2171125778,578388.6183104267,589249.5642508463,497213.56276493554,343424.5672321202,479150.44928190246,330948.40528617584,5839607.729675807,5993396.725208622,5627462.476575784,5775664.52057151,89000,0.0,96380.94051193312,250169.9360447485,247043.62672018705
2028-08-31,21.146437840278676,5.79976104064075,694293.8972272447,708042.4800481125,665935.0757284346,679122.090015234,517453.39706857025,357355.58752655744,496317.72443767934,342759.19922653027,5921481.19736735,6081579.006909363,5679614.99494884,5833173.52015999,89000,0.0,100290.63412846805,260388.4436704809,257064.9533980894
2028-09-30,42.32350222226422,2.2746361717657093,871037.1717060441,889564.3243056894,833894.7435438596,851631.8685111201,537740.7875532529,371312.7431249654,514810.6541211131,355479.36960749514,6093381.934556093,6259809.97898438,5833550.312989681,5992881.597503299,89000,0.0,104207.66252945816,270635.7069577457,267105.0805955072
2028-10-31,-55.40381725545116,-0.4237031750363274,474484.55577775254,482180.69908064103,454412.52909047,461783.1039593943,558019.1882910763,385264.96105124545,534413.4125013148,368967.1733029807,5641555.160478766,5814309.387718597,5402901.563939058,5568347.803137393,89000,0.0,108123.30518950534,280877.5324293363,277141.6558617401
2028-11-30,35.60170224421151,4.5053579995048665,619495.7018752106,631632.338583308,591114.5291213976,602695.1458570883,578391.0355853934,399268.5105507986,551893.0052511772,380976.68295813125,5780537.845057044,5959660.3700916385,5515712.047728808,5686628.370021854,89000,0.0,112053.35388156674,291175.8789161615,287215.1566692319
2028-12-31,1.9041326927920155,2.286317325415399,628589.0380165301,641007.451502893,598662.4394980543,610489.6227017265,598811.0049616576,413298.4649488383,570302.1136986488,393621.67060343485,5770121.075964275,5955633.615977094,5495410.436102882,5672090.879198095,89000,0.0,115990.81301887019,301503.3530316895,297307.6519299681
2029-01-31,-15.92587100385593,2.655281742699822,545776.5185482913,555532.4643621112,518658.6353858406,527929.8395705738,619286.9068153733,427359.0923891143,588516.5284419607,406124.99099053326,5658238.545896016,5850166.360322275,5377098.8365493845,5559490.374000812,89000,0.0,119936.8804414892,311864.6948677482,307422.2119476251
2029-02-28,-1.6014281440257294,3.6848569495295136,538169.4689298768,547667.3831326836,509889.6673856499,518888.48391709756,639840.2925987705,441462.18351608585,606217.8789552143,418264.16939622,5629245.528730469,5827623.637813153,5333439.178524884,5521392.888083878,89000,0.0,123894.86515381842,322272.97423650307,317567.3183622674
2029-03-31,100.71365652233975,5.919115368865069,874672.3630751405,896028.848289051,824748.1770466676,844885.685663461,660517.4080078356,455633.0206766616,622816.6696004932,429626.5882737864,5983319.436661131,6188203.823992305,5641806.01376819,5834996.095094897,89000,0.0,127871.86256080533,332756.2498919794,327761.15811585623
2029-04-30,45.09213543147423,2.9398345805155657,1063162.4212117926,1090973.2952458486,1000062.0687188241,1026222.323882542,681257.1809434805,469838.11525687214,640823.5017631135,441952.4882860194,6171877.730853405,6383296.7965400135,5805567.134663915,6004438.14814101,89000,0.0,131858.47419647287,343277.5398830812,337979.6410603993
2029-05-31,38.649895511845564,3.193593622182833,1233543.2416197567,1267190.5491400913,1157294.7630784402,1188862.2440317965,702065.1568781732,484080.4719324341,658668.704899287,454158.21365152963,6340257.357064707,6558242.042010446,5948349.752429966,6152860.243677723,89000,0.0,135855.54331287442,353840.2282586135,348224.92861955974
2029-06-30,-66.92225471165499,6.749849020512189,675154.4043435729,689603.7191144116,629982.9208398515,643465.4982545952,723015.528633938,498400.5635609692,674641.8768966349,465054.868575792,5699087.007029546,5923701.972102515,5317787.243496783,5527374.251817626,89000,0.0,139874.42848028996,364489.3935532588,358526.13508067926
2029-07-31,-37.143290741335576,0.652142517612897,458852.9203914276,464777.2643725213,427921.3142458489,433446.2939283831,743980.1370655089,512728.4143086601,693827.8996988751,478165.02227987343,5434379.794415332,5665631.517172181,5068044.3348895395,5283707.212308541,89000,0.0,143895.49121819154,375147.21397504024,368832.92309046857
2029-08-31,29.496629211202617,3.4659863870285967,577181.4197524772,588141.052094645,536747.0017452419,546938.8575440849,765019.5092714461,527097.0052940889,711426.1024794582,490171.24865493184,5547868.388023609,5785790.892000966,5159212.721410719,5380467.575235245,89000,0.0,147927.98756569624,385850.4915430536,379169.0177283926
2029-09-30,-84.7331108561085,1.8103666855036948,-227116.43667381105,-250649.43223133532,-210890.2576030961,-232741.95432739172,786098.3693931769,541487.0954828303,729936.1070057556,502800.918892253,4611583.569769429,4856194.843679776,4282112.123763451,4509247.3118769545,89000,0.0,151966.5175917238,396577.7915020703,389520.5778911065
2029-10-31,-25.03985577041804,2.6803931253114976,-336557.0157755775,-365895.0453450752,-311823.8333605229,-339005.8453667899,807235.5797003991,555908.9400106469,747912.7787816813,515055.84061006474,4462350.353330709,4713676.993020461,4134417.4322639043,4367274.370435521,89000,0.0,156013.9593653589,407340.59905511106,399894.980645288
2029-11-30,21.182416173368445,4.873070578298377,-264537.2593253818,-289819.02214155474,-244126.82851079135,-267457.9713192335,828478.146330464,570388.0813679005,764556.7315165335,526379.6626600203,4526155.859003395,4784245.923965958,4176939.301563321,4415116.370419834,89000,0.0,160077.48129992714,418167.5462624907,410310.60006797337
2029-12-31,-43.504066627867324,3.546806058978058,-474863.70451558905,-512138.68356060795,-436954.5271234666,-471253.7811773604,849798.2469880679,584909.3379881447,781957.4072139516,538215.0304610602,4256010.669082416,4520899.578082339,3916246.096842479,4159988.4735953696,89000,0.0,164152.82274027407,429041.7317401973,420756.5152478706
2030-01-31,5.8159640753221,0.217307453004989,-454766.61714207084,-490790.77800020884,-418386.1344278455,-451528.42948494875,871123.1882742869,599433.221640652,801434.9550171107,551479.6798981249,4258795.603423195,4530485.57005683,3918099.88391889,4168055.1590378755,89000,0.0,168228.9014483195,439918.8680819544,431204.32019233255
2030-02-28,-18.543375866608645,1.4277812727065964,-526937.8452373999,-567566.1713053845,-484211.4114311343,-521545.414458759,892479.766754726,613974.2740029909,820113.5891830666,564190.5444530282,4150505.400110298,4429010.892862033,3813964.2010995,4069887.2458295384,89000,0.0,172309.79849657355,450815.2912483086,441664.4755064174
2030-03-31,-6.29493076543538,1.7637196089908658,-549365.1276534677,-591498.3599288273,-504085.2263248312,-542745.7434531015,913875.4270841413,628536.5274719617,838551.7724106369,576731.142468845,4101859.9372497695,4387198.836861949,3763775.4759810264,4025596.1059228186,89000,0.0,176396.6455635276,461735.54517570726,452139.88190843404
2030-04-30,-38.70724859960958,3.8836385337831514,-713322.9202545343,-766861.5970939026,-652454.3497941789,-701424.516873075,935356.4927967803,643145.0910648748,855541.5717130217,588264.8661623226,3879892.040882771,4172103.4426146764,3548816.905956817,3816093.611507516,89000,0.0,180496.48940976502,472707.89114167047,462648.6016551098
2030-05-31,-74.05831345661353,3.880190058947064,-1125956.9627522163,-1210572.8888268794,-1026615.967757841,-1103766.3950908107,956923.2434868757,657800.071514043,872495.7650965219,599763.6493653248,3346214.2708275206,3645337.4428003533,3050984.2876886916,3323716.4034198886,89000,0.0,184609.3599893475,483732.53196218016,473190.71152469557
2030-06-30,14.885746759215813,2.6182769433382047,-1087036.7542433632,-1168173.543813079,-988997.1937140998,-1062816.2774554538,978548.380541086,672486.6502045775,890293.3580587528,611835.2551248,3374639.4281490985,3680701.1584856072,3070281.580827965,3348739.683761918,89000,0.0,188731.09850824467,494792.82884475315,483755.5516963328
