date,apy_roi,apy_cpi,earn_lc,earn_cc,earn_norm_lc,earn_norm_cc,exp_total_lc,exp_total_cc,exp_norm_total_lc,exp_norm_total_cc,worth_lc,worth_cc,worth_norm_lc,worth_norm_cc,exp_al_cc,exp_cc,exp_lc,exp_non_taylor
2027-08-31,17.964599779709033,2.021582402482558,1211505.908747408,1223010.9524096546,1189832.3014311402,1201131.5220786645,272837.7121806535,188859.90000054016,267956.698070713,185481.23277254996,6676167.967307408,6760145.779487521,6556732.608506335,6639208.073804498,0.0,53002.890660232435,136980.7028403458,135857.00934030773
2027-09-30,17.964599779709033,2.021582402482558,1167246.856937079,1178195.1772876296,1143618.3573919525,1154345.0516306954,292647.5046475939,202497.97462708078,286723.4609122413,198398.8217590059,6610290.370090077,6700439.90011059,6476478.707137578,6564803.346290815,0.0,56830.37006821981,146979.90008873292,145667.60455886097
2027-10-31,17.964599779709033,2.021582402482558,1406679.2749674818,1420892.9163173612,1379656.2776923047,1393596.8680359575,312425.9182189525,216121.69292273838,306424.063434449,211969.88943569773,6840544.408094604,6936848.633390818,6709134.202378065,6803588.376376816,0.0,60653.820420615855,156958.04571683,155467.8725021225
2027-11-30,17.964599779709033,2.021582402482558,1549750.3905349758,1565978.2506553214,1514888.2249649605,1530751.0338165225,332304.32714135386,229791.19300668506,324829.0275426647,224621.9614542639,6970271.55439612,7072784.688530789,6813472.909606979,6913679.97569538,0.0,64490.119276685306,167003.2534113541,165301.07372999974
2027-12-31,17.964599779709033,2.021582402482558,1793669.1038582171,1813484.3237509509,1753489.9612859478,1772861.309706815,352179.8339946292,243459.3673874365,344290.81827221374,238005.7479813972,7205943.467620982,7314663.934228174,7044526.498721604,7150811.56901242,0.0,68326.04607864744,177046.51268584013,175133.32130878908
2028-01-31,17.964599779709033,2.021582402482558,1780122.4474658403,1799733.2806865769,1737162.9340063496,1756300.500989195,372108.45284062834,257151.80560230324,363128.3975017644,250945.98730613437,7171806.119578275,7286762.766816599,6998729.653989358,7110912.064184988,0.0,72168.7824433945,187125.42968171957,184983.02315890873
2028-02-29,17.964599779709033,2.021582402482558,1927858.2114954717,1949837.0964770718,1872027.3955737727,1893369.7715661458,392186.24174653273,270912.31011356716,380828.51961768983,263066.68369421555,7307129.35024094,7428403.281873906,7095514.724623384,7213276.560546858,0.0,76030.62138346632,197304.55301643192,194881.6887301008
2028-03-31,17.964599779709033,2.021582402482558,2066795.665667723,2091080.448151738,2005458.7340169442,2029022.8095302028,412286.3973001072,284682.98672546435,400050.8468817389,276234.3620312191,7433423.661781914,7561027.072356557,7212819.657889398,7336636.142739917,0.0,79895.31508909531,207498.72566373812,204787.67163636902
2028-04-30,17.964599779709033,2.021582402482558,2432673.59264201,2463239.0976383095,2352276.112840354,2381831.4578308063,432492.1877516935,298501.6810392167,418198.7445070626,288636.49281803536,7799388.801801701,7933379.308514178,7541626.64022165,7671188.891910677,0.0,83773.48479995981,217763.99151243657,214728.1962392569
2028-05-31,17.964599779709033,2.021582402482558,2586216.004856628,2619419.3095750976,2495165.9180167713,2527200.270191327,452766.0991472659,312351.268358188,436826.0567965547,301354.65784493386,7941171.545910686,8081586.376699764,7661595.378449202,7797066.777400823,0.0,87660.32452800518,228075.15531708315,224690.94383018278
2028-06-30,17.964599779709033,2.021582402482558,2814691.950133155,2851935.1387667255,2714040.8252646676,2749952.227366685,473057.5604610546,326208.8026618628,456141.40180799307,314543.83771663473,8162382.591747045,8309231.349546236,7870502.341964317,8012099.906055674,0.0,91549.39455036566,238398.15234955744,234659.40811149718
2028-07-31,17.964599779709033,2.021582402482558,2647943.433128229,2682186.6628267956,2545571.8835283704,2578491.2433724348,493441.4244111717,340108.1627162398,474364.5957214982,326959.3170070663,7965586.164077919,8118919.425772851,7657630.416653022,7805035.695367455,0.0,95450.20282786257,248783.4645227944,244657.95988837726
2028-08-31,17.964599779709033,2.021582402482558,3327214.24873187,3374533.077336188,3193446.5682867337,3238862.985603232,513874.7645363888,354029.87264339445,493214.88808944135,339796.4174669375,8666502.194970628,8826347.086863622,8318073.206174443,8471491.676796947,0.0,99357.28352138372,259202.1754143781,254672.58912201072
2028-09-30,17.964599779709033,2.021582402482558,3611150.5831119562,3663706.331023791,3460091.9418368903,3510449.2215076378,534360.4942770808,367975.2229123026,512007.57147345535,352582.39009719464,8946788.624916518,9113173.896281296,8572534.020365953,8731959.201742215,0.0,103270.99879667227,269656.2701614504,264704.2241156303
2028-10-31,17.964599779709033,2.021582402482558,3257614.8789893463,3303595.850572638,3132388.440386114,3176601.8508767704,554737.1441224606,381871.4081528822,533412.414373886,367191.8348381192,8551760.815837244,8724626.551806822,8223021.357511153,8389241.93704692,0.0,107170.91607344022,280036.65204301866,274700.49207944196
2028-11-30,17.964599779709033,2.021582402482558,3151065.0691209007,3194892.237330013,3020671.7256095135,3062685.294012191,575208.1095046427,395810.2056384307,551405.5833847681,379431.29407138925,8417828.348537916,8597226.252404127,8069492.544803778,8241466.834117156,0.0,111082.79233229422,290480.6961985061,284727.4133061365
2028-12-31,17.964599779709033,2.021582402482558,3122479.169216226,3165697.1244180524,2992040.5915957023,3033453.1580987764,595691.7645330476,409754.7245651662,570807.3114254054,392637.61327344045,8366805.458283438,8552742.498251319,8017290.171211062,8195459.869363027,0.0,114996.27429422045,300933.3142621017,294758.4502709458
2029-01-31,17.964599779709033,2.021582402482558,2998399.9229100863,3038860.4424460973,2874600.6525411913,2913390.6201408072,616159.7500129524,423692.1804460403,590719.4720502145,406198.58914774604,8213424.151707133,8405891.721274046,7874304.640182888,8058825.523085358,0.0,118907.77403627086,311375.343603183,304784.40640976944
2029-02-28,17.964599779709033,2.021582402482558,3255134.483238467,3301611.1387900473,3116574.668852789,3161072.9739553616,636668.9978440278,437648.2416948609,609568.2010503361,419019.0700131034,8468909.33677278,8667930.092921948,8108417.163010137,8298966.294047371,0.0,122824.49531175935,321845.2514609262,314823.74638310156
2029-03-31,17.964599779709033,2.021582402482558,3456343.1658622134,3507548.2584022116,3298283.8206775086,3347147.292895505,657280.9506151876,451650.571358766,627223.3458950554,430996.4898235906,8664632.374539344,8870262.753795765,8268396.800215449,8464623.656286914,0.0,126754.20166108162,332384.5809175032,324896.36969768436
2029-04-30,17.964599779709033,2.021582402482558,3715311.2395072016,3772662.201934929,3535417.2935209097,3589991.3443328547,677980.9443436197,465692.47494770697,645153.3669163075,443143.823829698,8922545.232706912,9134833.702102823,8490519.012915505,8692528.556002114,0.0,130695.01429830125,342983.483694214,334997.4606494057
2029-05-31,17.964599779709033,2.021582402482558,3760654.891329178,3819084.686555289,3562816.112732668,3618172.0605425136,698819.293805195,479796.4503053908,662056.134318037,454555.5424193151,8950495.979285356,9169518.82278516,8479632.461216317,8687133.05311504,0.0,134653.24716698215,353676.0906667864,345143.20313840866
2029-06-30,17.964599779709033,2.021582402482558,4192217.3695772565,4261207.701487868,3970944.3945673527,4036293.2893474465,719663.4457970138,493903.0211677095,681678.2800436832,467833.9075637126,9394908.995420268,9620669.42004957,8899028.347997261,9112872.720477229,0.0,138612.2084552395,364372.6330845438,355290.81271246995
2029-07-31,17.964599779709033,2.021582402482558,4122407.1121928617,4189719.897960316,3904304.376614998,3968055.868624777,740511.753944035,508011.4508698215,701333.7603914177,481134.2686497836,9298902.864478083,9531403.167552298,8806929.09832167,9027128.590063306,0.0,142571.69142058303,375071.99449479656,365439.7594492385
2029-08-31,17.964599779709033,2.021582402482558,4288582.094110661,4360049.749997991,4054268.4959997605,4121831.4012650824,761417.7926935814,522145.69826809986,719816.5037928286,493617.4260759131,9457405.038395701,9696677.132821182,8940684.463923827,9166883.541640742,0.0,146538.4200348282,385810.51446030976,375607.2782332717
2029-09-30,17.964599779709033,2.021582402482558,4288342.422714701,4359804.014922126,4076820.5931386426,4144757.3533158484,782147.0218286414,536200.9725052719,743567.7404311618,509752.94211385126,9436416.841867043,9682362.891190413,8970967.034393298,9204781.83271061,0.0,150482.98509914454,396429.0344225141,385717.98740612733
2029-10-31,17.964599779709033,2.021582402482558,4393978.409324291,4468193.245057133,4165641.910876911,4236000.115068705,802963.5760981037,550295.4003897444,761236.9506422398,521698.87279414886,9529992.020557635,9782660.196265994,9034758.588461587,9274296.666309677,0.0,154438.53850183668,407106.7142101959,395856.8618879078
2029-11-30,17.964599779709033,2.021582402482558,4540092.485013027,4618181.235526694,4294692.460006794,4368560.375506192,823849.5810080802,564420.9091076953,779319.0547141477,533912.9611603152,9667531.14894066,9926959.820841044,9144983.999619368,9390390.0931732,0.0,158402.8146350739,417831.48653545865,406018.09447262145
2029-12-31,17.964599779709033,2.021582402482558,4364036.524081087,4437400.804259871,4121293.9660398196,4190577.475367768,844788.1926620845,578569.9255368253,797798.1993936315,546387.8979677213,9455533.404664533,9721751.671789791,8929584.468713265,9180994.770139175,0.0,162373.68812775743,428591.95525301667,416196.23740906786
2030-01-31,17.964599779709033,2.021582402482558,4734819.102599879,4818622.677031996,4461611.820260648,4540579.7829566505,865796.7198421261,592750.1490519324,815838.7459975915,558547.4363781305,9838434.380838953,10111480.951629147,9270739.636559086,9528030.946178548,0.0,166353.31978332181,439399.89057351556,426396.8292686105
2030-02-28,17.964599779709033,2.021582402482558,4780060.2015750995,4865119.354532802,4495131.46967614,4575120.436157811,886869.7342360783,606959.1137605993,834005.4065750613,570779.6341504183,9866583.748780822,10146494.3692563,9278458.688182496,9541684.46060714,0.0,170341.01755742007,450251.63803289906,436618.0962031792
2030-03-31,17.964599779709033,2.021582402482558,4939259.47425064,5028835.040216984,4632809.404627275,4716827.368574522,908025.6601168492,621204.9804325624,851688.3633594589,582663.1078104886,10018936.913466286,10305757.593150573,9397324.720243808,9666349.975792779,0.0,174339.07174241196,461159.7514266988,446865.9086901504
2030-04-30,17.964599779709033,2.021582402482558,4898027.265271623,4986422.4415113535,4599234.555168495,4682237.390198534,929146.0366793703,635435.0527486202,872465.6534668416,596671.8219165934,9952847.41410848,10246558.39803923,9345697.210354056,9621491.041904304,0.0,178332.69329496523,472043.6772257155,457102.3594536549
2030-05-31,17.964599779709033,2.021582402482558,4354832.730715402,4427198.102159357,4077651.269721158,4145410.645797999,950356.8701303704,649705.344909185,889867.4502105886,608352.1431093736,9337732.231318671,9638383.756539855,8743393.384732302,9024908.691833517,0.0,182337.60241052564,482989.127631711,467367.74249865935
2030-06-30,17.964599779709033,2.021582402482558,4539183.02174525,4617484.009546588,4250750.089024787,4324075.603610295,971564.0552806635,663974.0180295272,909828.0405731881,621783.1717135722,9519637.769151792,9827227.806402927,8914732.210808119,9202777.079667734,0.0,186342.05714793643,493932.09439907275,477631.9608815907
2030-07-31,17.964599779709033,2.021582402482558,5075539.9117744565,5171171.184591323,4814386.5849366775,4905097.312258882,992361.4738528505,678060.8311893437,941301.1916312277,643172.3572650831,10089937.25149905,10404237.894162556,9570776.585517371,9868905.419883516,0.0,190295.47350396938,504596.1161674761,487765.3576853743
2030-08-31,17.964599779709033,2.021582402482558,5352556.660851273,5456816.980617907,5055928.101764077,5154410.511948073,1013290.9489924547,692206.7724809812,957136.2825067894,653845.9833251731,10373269.565969585,10694353.742481058,9798402.6006403,10101692.899821917,0.0,194265.483969741,515349.6604812145,497941.28851124016
2030-09-30,17.964599779709033,2.021582402482558,5652327.521137753,5765866.658851332,5319460.423641706,5426313.210806491,1034337.3165804123,706404.9043068661,973424.9120683913,664804.5283070216,10681276.542610921,11009208.954884468,10052253.276178576,10360873.659939947,0.0,198250.14153201226,526182.5538055585,508154.76277485385
2030-10-31,17.964599779709033,2.021582402482558,6334852.604339441,6469346.36260597,5955436.24032334,6081874.699448513,1055417.7032430388,720618.187277819,992205.0647661166,677457.8567164524,11408814.571743833,11743614.087709054,10725500.97111171,11040248.179161375,0.0,202239.05121178128,537038.567177001,518379.13606603775
2030-11-30,17.964599779709033,2.021582402482558,6555950.715015777,6696932.749515545,6163263.542480546,6295801.060095954,1076498.2374471826,734831.5359120694,1012018.3370516414,690816.7269742725,11629285.707058094,11970952.408593208,10932716.815463241,11253918.42554061,0.0,206227.97931973208,547894.6808548452,528603.5565923373
2030-12-31,17.964599779709033,2.021582402482558,6888865.714861462,7039628.7430313565,6457092.369336577,6598406.025178899,1097673.4638643852,749087.0271482023,1028874.5986514717,702136.5094304137,11971842.713769965,12320429.150486149,11221483.68594471,11548221.77516577,0.0,210228.73460602894,558815.1713222119,538858.2925421734
2031-01-31,17.964599779709033,2.021582402482558,7408940.406867142,7574846.549430279,6918125.441463261,7073040.9142206395,1118971.377879515,763397.0107635934,1044843.6527310144,712824.7754841635,12518304.063157821,12873878.430273743,11689012.607394563,12021031.484641414,0.0,214244.7829938239,569819.1501097456,549152.2277697695
2031-02-28,17.964599779709033,2.021582402482558,7321516.170688209,7484939.084109996,6823515.514864028,6975822.599792999,1140330.7248732138,777734.2096546382,1062766.811114905,724833.6713733023,12401705.905620832,12764302.420839407,11558156.901513768,11896090.041255372,0.0,218268.46925646559,580864.9844750412,559465.7403981726
2031-03-31,17.964599779709033,2.021582402482558,7476020.915053774,7643961.181355723,6953221.607366924,7109417.784673803,1161756.667105896,792100.8726358828,1080514.842321732,736709.135167849,12548991.342589239,12918647.137059253,11671438.422310024,12015244.12946391,0.0,222300.42451613233,591956.2189861453,569800.4481197505
2031-04-30,17.964599779709033,2.021582402482558,7881755.841002822,8061647.846078143,7332050.672362329,7499396.289680678,1183176.102197773,806464.6606473953,1100656.669737496,750218.5904535527,12970868.836832235,13347580.278382612,12066228.578341637,12416666.65762558,0.0,226331.57292529053,603043.0144756683,580133.0877221047
2031-05-31,17.964599779709033,2.021582402482558,7286914.359071757,7449530.451872342,6759088.4312504195,6909925.465613973,1204689.8343400867,820870.1164505389,1117428.4095154796,761410.5826223537,12300253.400496934,12684073.118386481,11409287.438275594,11765305.26516872,0.0,230374.41525890736,614194.1331484552,590495.7011916315
2031-06-30,17.964599779709033,2.021582402482558,7620667.443834123,7793698.038732128,7042097.364335054,7201991.2719568135,1226326.8062894684,835329.9219766908,1133222.6257126336,771910.6869913036,12645057.372275215,13036054.256587991,11685029.670887066,12046341.609608395,0.0,234432.51065802947,625429.3949708072,600897.4113186613
2031-07-31,17.964599779709033,2.021582402482558,7475457.1710760975,7643997.7298637815,6894365.586251293,7049804.939564597,1248028.3655625666,849818.138110618,1151015.0640006145,783759.0119078419,12464062.943005566,12862273.170457516,11495190.81610331,11862446.868196083,0.0,238498.57939790576,636708.8068498542,611319.5587127123
2031-08-31,17.964599779709033,2.021582402482558,7305604.021513208,7468717.998163899,6728259.870907546,6878483.34596193,1269776.2758355713,864326.7157827661,1169428.939287804,796021.0736893938,12255454.463550247,12660904.023603054,11286935.64885555,11660343.51445396,0.0,242570.36253445386,648019.922587259,621756.3532483123
2031-09-30,17.964599779709033,2.021582402482558,6960465.786875574,7112161.488846414,6394337.896339218,6533695.46313495,1291607.2128035214,878871.7312874171,1186554.6359824766,807388.9003217148,11852725.8394062,12265461.320922304,10888687.098030407,11267852.833691169,0.0,246652.37182516194,659387.8533412663,632219.3594622551
2031-10-31,17.964599779709033,2.021582402482558,7301851.431916729,7465434.860854162,6722170.330344242,6872767.159489879,1313367.954306493,893385.9929080796,1209101.989760219,822461.6552483578,12209551.988249222,12629533.949647635,11240257.198804706,11626897.533316568,0.0,250725.75014259078,670707.7115410041,642660.2427654888
2031-11-30,17.964599779709033,2.021582402482558,7666109.328510865,7842222.4347053915,7054329.406202343,7216388.1260310905,1335143.612939361,907906.7994864482,1228594.9034450983,835452.9474147753,12591217.04380693,13018453.857259842,11586397.851340985,11979539.807371307,0.0,254800.96528021106,682037.7787331238,653105.8342062371
2031-12-31,17.964599779709033,2.021582402482558,7807999.93693939,7988927.581013218,7164732.839300499,7330754.643027761,1357012.4416890554,922468.4722658019,1245214.0987234747,846470.313760385,12726284.576324452,13160828.545747705,11677821.434770208,12076565.219733298,0.0,258887.6493785928,693431.6188018464,663580.8228872091
2032-01-31,17.964599779709033,2.021582402482558,8366088.938869085,8566072.75041548,7662693.716485017,7845863.499561986,1378942.6918639177,937057.0340088708,1263005.399242974,858272.1387442594,13321952.740637708,13763838.398492757,12201883.616455339,12606616.876954054,0.0,262981.8797734819,704867.5376285287,674075.154235389
2032-02-29,17.964599779709033,2.021582402482558,7710951.96582435,7889205.056810841,7039381.41083438,7202109.891140758,1400983.1797538253,951693.7945641045,1278967.2398635417,868807.8509570627,12576962.673042621,13026252.058232343,11481596.259160364,11891755.648066843,0.0,267089.63700160093,716379.0221913217,684604.1575625036
2032-03-31,17.964599779709033,2.021582402482558,8731622.151648948,8946336.850433124,7940322.387733549,8135578.652849131,1423153.9652793007,966387.3963466432,1294181.2065888543,878808.9252104977,13689157.3906922,14145923.959624859,12448582.979280017,12863955.260658374,0.0,271213.34652745933,727979.9154601168,695174.0498191839
2032-04-30,17.964599779709033,2.021582402482558,9034462.32545197,9259281.902365243,8194503.25507632,8398420.731120313,1445412.181427829,981119.0380136236,1311028.1939268326,889901.6743885506,14001223.257976275,14465516.40139048,12699490.620411335,13120617.139949616,0.0,275347.7318179231,739640.8752321284,705771.3061957005
2032-05-31,17.964599779709033,2.021582402482558,9355344.338616883,9590804.651401041,8475910.220175004,8689236.464441061,1467708.9822703255,995867.4376315253,1329739.3567564709,902252.5186719594,14332934.630926508,14804776.175565308,12985590.13182521,13413076.969909722,0.0,279486.8201704999,751328.3648092999,716380.6174610255
2032-06-30,17.964599779709033,2.021582402482558,10109667.345137227,10369960.041638894,9157416.628071323,9393191.81094679,1490012.8627310456,1010618.9096407414,1349665.4340240527,915426.6002866005,15142197.299966797,15621591.253057102,13715922.058202047,14150160.8919395,0.0,283626.770779283,763020.7238695873,726992.1388614584
2032-07-31,17.964599779709033,2.021582402482558,10530199.455940844,10803805.976520078,9530806.44283851,9778445.701719593,1512343.6079244616,1025382.0386554962,1368811.128649629,928065.7770328552,15581779.598731935,16068741.1680009,14102954.650749803,14543700.002366574,0.0,287769.9928871509,774731.5621561162,737612.0457683454
2032-08-31,17.964599779709033,2.021582402482558,9927369.713878468,10182136.60735756,8994513.400653549,9225340.326967882,1534639.065491935,1040129.864158453,1390431.9107242057,942390.8115877078,14898144.669754548,15392653.87108803,13498193.956617558,13946235.055754056,0.0,291908.9201163148,786418.1214497968,748220.9440421382
2032-09-30,17.964599779709033,2.021582402482558,9882332.50327594,10135604.491480649,8938029.574670691,9167100.243994853,1556994.1327398068,1054903.5596139906,1408216.0867795032,954102.6079753592,14826113.165723741,15328203.738849558,13409408.953678181,13863522.432482325,0.0,296055.10765996587,798145.680785782,758848.4519540247
2032-10-31,17.964599779709033,2.021582402482558,9718242.660332074,9965957.698959582,8780472.998276452,9004284.57450041,1579384.7025554972,1069692.644262716,1426980.7021062349,966471.7899812942,14622400.527643226,15132092.585936006,13211400.19759164,13671909.10971658,0.0,300205.6141285125,809897.6724212938,769487.0301342034
2032-11-30,17.964599779709033,2.021582402482558,10589166.74665531,10867239.529165953,9566645.921746287,9817867.185364064,1601777.8085891232,1084482.8274916338,1447105.4717240108,979762.0027188372,15565001.163351286,16082296.144448776,14061999.25488791,14529342.723893084,0.0,304356.4289098658,821651.4100073552,780126.398581768
2032-12-31,17.964599779709033,2.021582402482558,11127026.36586554,11422974.642160764,10059818.86001916,10327382.353945803,1624146.3032915047,1099262.350698716,1468372.3284240952,993830.6753358484,16135842.852446025,16660726.805038814,14588233.272036036,15062774.925124284,0.0,308504.25199223054,833388.2045850195,790758.0987064854
2033-01-31,17.964599779709033,2.021582402482558,10988944.632499421,11280401.238501817,9958919.17030244,10223056.708337186,1646432.8184531839,1114006.3480812148,1492107.9236140517,1009587.3213278024,15961576.04659777,16494002.516969739,14465451.505559865,14947972.107846115,0.0,312642.10487236606,845068.5752443351,801364.2432088488
2033-02-28,17.964599779709033,2.021582402482558,11566557.592847843,11877281.496065851,10480906.956840206,10762465.950754518,1668724.1425134793,1128752.432861098,1512095.7410121297,1022806.4081433757,16576478.324014641,17116450.033667024,15020590.66333665,15509879.996205406,0.0,316780.54357350076,856752.2532258821,811971.8892875973
2033-03-31,17.964599779709033,2.021582402482558,11740963.798627976,12057368.909595199,10625490.34486522,10911834.763373785,1691058.4820481942,1143517.1875392746,1530396.1311681466,1034875.0787227422,16746107.348089408,17293648.642598327,15155110.34639198,15650631.398837384,0.0,320924.2219182966,868465.5164272162,822592.9656209779
2033-04-30,17.964599779709033,2.021582402482558,10602914.266341131,10882108.991564903,9572930.63137497,9825003.9453786,1713473.318710864,1158316.8498247727,1547023.8470947586,1045796.1437758338,15470720.25264822,16025876.72153431,13967870.349206913,14469098.052525839,0.0,325077.6969647431,880234.1658508346,833239.1528600296
2033-05-31,17.964599779709033,2.021582402482558,10913927.474307882,11204282.700884666,9803315.372437036,10064123.762713436,1736063.9530492644,1173192.6233127625,1559400.3605508613,1053807.3764945094,15793589.369483016,16356460.69921952,14186418.025618196,14692011.00967455,0.0,329252.5323621358,892123.8620986379,843940.0909506266
2033-06-30,17.964599779709033,2.021582402482558,11502841.968905171,11814185.653325211,10321480.729541095,10600848.893312506,1758690.7351400938,1188083.9919463932,1578070.2352549713,1066065.7654082433,16424611.779187197,16995218.5223809,14737776.49274353,15249780.96259026,0.0,333431.7444842818,904038.4876779825,854652.2474621113
2033-07-31,17.964599779709033,2.021582402482558,11000602.311314415,11294497.709030734,9854088.865571698,10117353.665472742,1781376.1714225628,1203000.6473661894,1595716.1798454637,1077620.5655843103,15845908.596400842,16424284.120457217,14194403.819512594,14712499.433773749,0.0,337618.05325723765,915993.5773136112,865382.5941089516
2033-08-31,17.964599779709033,2.021582402482558,11431889.280354295,11741526.648637943,10237699.122625643,10514991.365042409,1804070.8341088148,1217921.2757939682,1615615.2270692673,1090695.6208936083,16302985.615702212,16889135.174017057,14599954.341832144,15124873.948007802,0.0,341805.4770414145,927955.0353562612,876115.7987525536
2033-09-30,17.964599779709033,2.021582402482558,11623519.751398478,11940046.907762049,10384127.704266854,10666904.21980143,1826849.5459283763,1232878.0902074086,1632056.329505508,1101418.8306400091,16493042.996515827,17087014.452236794,14734423.683254693,15265061.18212019,0.0,346003.05629978917,939974.5120207568,886875.0339076195
2033-10-31,17.964599779709033,2.021582402482558,10676458.689737868,10958878.90552231,9526684.407896105,9778690.091089018,1849669.7722674329,1247852.7482210652,1650474.252867599,1113468.394839057,15418260.625627657,16020077.649674024,13757829.947886195,14294835.805914737,0.0,350205.64330407087,952022.6673504384,897647.1049169943
2033-11-30,17.964599779709033,2.021582402482558,10152946.554197913,10414932.654675007,9041607.226374561,9274916.385113703,1872559.1960477696,1262857.1239322172,1667589.2725742024,1124625.0570385454,14809055.317166304,15418757.389281858,13188059.333978187,13731023.549513847,0.0,354416.57047940546,964118.6425949577,908440.5534528119
2033-12-31,17.964599779709033,2.021582402482558,9806620.765314,10054348.322853193,8725356.965948002,8945770.44185982,1895480.0280826138,1277874.9698699266,1686487.1460456024,1136978.3268669252,14396016.872467179,15013621.930679865,12808732.906687917,13358241.725866593,0.0,358631.2780281564,976236.3362408434,919243.6918417703
2034-01-31,17.964599779709033,2.021582402482558,9840641.913821276,10089829.0162881,8798263.060580024,9021054.79490048,1918231.0646729586,1292820.0398623908,1715040.712360962,1155876.9133467984,14411766.446175471,15037177.470986038,12885187.111930428,13444350.910944592,0.0,362825.56125460006,988236.5860651678,929994.4786077908
2034-02-28,17.964599779709033,2.021582402482558,10044115.49347289,10302132.507279664,8966281.804691913,9196611.021605039,1941035.9811698506,1307788.2813416575,1732743.47666804,1167449.5657684423,14619517.795049924,15252765.494878117,13050697.842364427,13615991.753264023,0.0,367026.3474802587,1000274.0473084516,940761.933861399
