run_id,yrs_il_single,yrs_il_double,yrs_sum_al,total_living_yrs,elapsed_time_yrs,earning_potential,earning_potential_cc,added_lc_worth_norm,man_independent_yrs,woman_independent_yrs,man_assisted_yrs,woman_assisted_yrs,roi_seed,inflation_seed,apy_roi,apy_cpi,roi_one_dollar_at_end,cpi_one_dollar_at_end,norm_one_dollar_at_end,roi_mean_shift,roi_vol_multiplier,roi_mean_reversion,inflation_mean_shift,inflation_vol_multiplier,inflation_mean_reversion,man_goes_to_al_seed,woman_goes_to_al_seed,man_goes_to_al,woman_goes_to_al,man_age_to_al,woman_age_to_al,man_age_at_death,woman_age_at_death,exp_norm_al_cc,exp_norm_cc,exp_norm_lc,exp_norm_non_taylor,exp_norm_total_cc,exp_norm_total_lc,entrance_fee_cc,entrance_fee_lc,earn_norm_cc,earn_norm_lc,cum_mo_earn_lc_norm,cum_mo_earn_cc_norm,cum_mo_earn_inv_lc_norm,cum_mo_earn_inv_cc_norm,cum_mo_earn_ss_man_norm,cum_mo_earn_ss_woman_norm,cum_mo_earn_ss_norm,cum_mo_earn_pen_man_norm,cum_mo_earn_pen_woman_norm,cum_mo_earn_pen_norm,cum_mo_exp_lc_norm,cum_mo_exp_cc_norm,cum_mo_exp_al_cc_norm,cum_mo_exp_non_taylor_norm,cum_mo_exp_total_lc_norm,cum_mo_exp_total_cc_norm,start_pile,final_worth_norm_cc,final_worth_norm_lc,worth_norm_lc,worth_norm_cc,man_age_at_start,woman_age_at_start,ticker,current_date,history_years,al_cum_running_avg_yrs,start_clock,man_dob,woman_dob,constant_monthly_roi,constant_monthly_cpi,final_worth_cc_norm,final_worth_lc_norm
1,1.4330591202930254,11.121189651624146,5.966385162326931,29.641823585868245,12.58615851112617,183653057.17683473,197903174.02074102,-2214277.1844327785,11.121189651624146,12.554248771917171,1.155256729698443,4.811128432628488,167623,589218,11.651118888242863,3.170350116581244,4.002000008486033,1.481036902462789,1.481036902462789,0.004346161322293152,0.8027624455185167,0.49725162679227175,0.0016483602220793625,0.6237331652056431,0.4398736586710609,313758,157485,False,False,,,80.05366297733697,82.77514254228355,0.0,506902.56313768635,1168791.4056098643,1126659.2966899464,2114561.859827633,3195450.7022998105,481000.0,900000.0,11182135.281378193,10322976.212049171,13904165.878668875,14895838.440047711,8722376.789140642,9435876.550944526,520195.0,402717.0,922912.0,710398.6281137101,193258.31215293205,903656.940266642,1414499.9999999998,609636.5272527538,0.0,1371760.0000000002,3683556.0269117597,2460951.4038578174,6300000.0,18734887.036189895,16520609.851757115,16520609.851757115,18734887.036189895,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,18734887.036189895,16520609.851757115
2,0.9907771678373791,9.68505972634065,5.004116314623188,25.36501293514187,10.749022909436881,113728364.89508265,122552843.57860851,-1807095.5059367707,9.68505972634065,10.67583689417803,2.366641232315437,2.637475082307751,334774,638351,10.884184261261364,4.159035645829956,3.0363250531095853,1.5496806708422974,1.5496806708422974,0.003117636774112748,0.913863735353444,0.4250022073840784,0.002815090734374138,1.377791773902283,0.4106415332128382,488872,423200,False,False,,,78.616261798668,80.89693833548944,0.0,431881.17622313526,981902.318512827,952234.3473590539,1865115.523582189,2834136.665871881,481000.0,900000.0,7230391.448760444,6643272.695606027,9721041.478040867,10429888.237283902,4870776.432269902,5301121.017959163,444405.0,344043.0,788448.0,593007.5985031137,161323.01365062798,754330.6121537418,1210800.0,528462.7252085188,0.0,1180896.0000000002,3285061.930100307,2186813.183406572,6300000.0,14543075.053877331,12735979.54794056,12735979.54794056,14543075.053877331,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,14543075.053877331,12735979.54794056
3,0.9227702398538691,5.779950965052353,4.371754836427749,16.854427006386327,9.333524986823821,161256936.03760648,173769279.77830225,-745414.1481695976,5.779950965052353,6.702721204906222,1.8124194639369655,2.5593353724907844,144449,921992,15.171878040324692,1.6789018125379807,3.737376533179412,1.1681211972619014,1.1681211972619014,0.0089974244832861,0.8202159446573852,0.2923137344867866,-0.004544878708915089,1.0951478557852385,0.1658664491636669,185053,852172,True,True,74.7120064067024,76.92423526834911,76.52450084532879,79.48417831988337,756419.9322336135,284509.85071135306,709287.0531252358,681551.3692223182,2159999.74629967,2290838.422347554,481000.0,900000.0,13150882.591817476,12547158.912231801,14748213.342732636,15406556.430861957,11765245.500768181,12343714.828910848,385840.0,298704.0,684544.0,591954.2555714665,161036.4600608091,752990.7156322753,751500.0,301291.35730694345,781316.9330941734,723640.0,2373377.268251206,2286306.208210929,6300000.0,19420250.222651027,18674836.07448143,18674836.07448143,19420250.222651027,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,19420250.222651027,18674836.07448143
4,0.76124463194102,5.642986961328189,6.933073060509662,18.980291615107063,11.250059891715777,167044384.7470015,180005791.63755587,-1017250.7949852906,5.642986961328189,6.404231593269209,2.1423211790652354,4.790751881444427,997180,718025,10.549979902317208,1.044170890214935,3.090544594573212,1.123962256701912,1.123962256701912,-0.007738078412729854,1.1684005116884286,0.08135464473362712,-0.0034722004175938743,0.7993986939339984,0.35720503999037717,671961,547306,False,True,,76.62580340458736,74.57511105635297,81.41714066681725,547971.2568126507,272445.7229684274,693605.7883403237,671148.8411793,1907010.5814025835,2264754.6295196237,481000.0,900000.0,10381447.401756201,9706436.96039005,12303753.516054433,13039373.036986949,9081986.583486866,9752829.688476514,465075.0,360045.0,825120.0,741635.5584773619,201756.07129831114,943391.6297756732,716100.0,281263.7358452384,572699.9855409279,693432.0,2310595.2360263634,2028963.9619735891,6300000.0,17310409.07501336,16293158.28002807,16293158.28002807,17310409.07501336,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,17310409.07501336,16293158.28002807
5,4.986080447137805,6.826376327789287,5.601268282554426,24.240101385270805,11.830496177197341,191719530.35144356,206595545.7620463,-2215558.826091472,11.812456774927092,6.826376327789287,1.6194009512535525,3.9818673313008737,900147,649879,11.816412292286316,1.8997006343084433,3.749577920245329,1.2494323490118666,1.2494323490118666,0.005224067601035106,1.2954973874926918,0.24667663338488965,-0.00494138239958773,0.6660887469327454,0.09461966357886324,148531,146975,False,False,,,80.74361554309807,77.04744108366359,0.0,457495.72116410383,1117413.1862502617,971705.6135860258,1910201.3347501296,2989118.7998362873,481000.0,900000.0,12259073.255956369,11313646.192207385,14342862.448311657,15393855.97867769,10248146.872710742,11127307.138918854,489190.0,378714.0,867904.0,735009.6940228826,199953.55742743445,934963.251450317,1263599.9999999998,516547.89750811225,0.0,1108091.9999999998,3268498.381647245,2103933.0859218063,6300000.0,19589922.892755885,17374364.066664413,17374364.066664413,19589922.892755885,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,19589922.892755885,17374364.066664413
6,2.4793247092605135,5.529643303062125,4.906459783366223,18.445071098750986,9.749686851886075,197434931.64894357,212754419.8639264,-1070333.2939324453,8.008968012322638,5.529643303062125,1.7181099537056554,3.1883498296605683,134597,203414,16.185521162225,1.4556312537388205,4.317497566194581,1.1513106828366784,1.1513106828366784,0.0014696715613563421,1.4568593527260436,0.010778125458074007,-0.004958790584646945,0.9069387213069262,0.21542190898219488,453960,453062,True,True,76.94066271039104,75.75241106935803,78.66006831077982,78.94207273249964,758755.2109912563,331208.1425372992,820140.5133851959,744288.3731377792,2307611.033311193,2464428.8865229753,481000.0,900000.0,16422758.203049684,15581850.62015714,17908768.729972277,18809398.66999556,14841535.765733767,15662717.972182775,403065.0,312039.0,715104.0,615443.3908057993,167426.49299397026,782869.8837997694,876600.0000000001,353822.3377286471,771364.1143791336,799151.9999999999,2574226.523664077,2404523.169754914,6300000.0,22704875.500240646,21634542.2063082,21634542.2063082,22704875.500240646,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,22704875.500240646,21634542.2063082
7,3.0749467517471114,8.578714051339595,6.969325573355164,27.201700427781468,14.168668761165527,350720954.4206398,377934302.5506857,-815532.9456889182,11.653660803086707,8.578714051339595,1.3952520678716858,5.574073505483478,838163,591326,14.32473752487966,2.6749559980945303,6.662742315420848,1.4534969002532887,1.4534969002532887,-0.0011622425331379166,1.1657004997457376,0.06630825339316108,0.00033451332651434317,1.2673853100298635,0.23973506572694064,36323,112276,True,True,80.58481693669275,78.79970156813624,81.98114951025688,84.37408023436484,1384966.1232852074,460844.24468997016,1095897.3868211037,1003797.8858564157,3227937.542335594,2999695.2726775194,481000.0,900000.0,22331150.026858,21434065.50489506,27852432.19504533,28979458.821427774,19622644.39540458,20556664.482198864,585650.0,453390.0,1039040.0,814271.1235635503,221516.0006609342,1035787.1242244836,1278900.0000000005,535768.3715652071,1474586.9615616393,1183627.9999999995,3364593.601885412,3676087.2825789372,6300000.0,31603371.53884884,30787838.593159918,30787838.593159918,31603371.53884884,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,31603371.53884884,30787838.593159918
8,5.101046749969148,8.804002145668433,5.634694336057447,28.34374537736346,13.916781316522584,477361410.7010368,514401120.1609876,-2989956.683419969,13.90504889563758,8.804002145668433,1.8988591282038556,3.735835207853592,830108,722748,15.546482766961823,1.17244774912868,7.470754995362161,1.1761148901631557,1.1761148901631557,0.008400909245717453,1.1757572992558747,0.38662598065866016,-0.003689869239846184,0.9269103668215117,0.260783827208872,695798,460445,False,False,,,82.83811440344428,79.02694784971628,0.0,574671.9558329922,1401262.5344281844,1247311.7541583413,2302983.709991334,3548574.2885865257,481000.0,900000.0,31810539.929381717,30204438.756540503,33553511.375312187,35239452.706652015,29362114.790046938,30932517.119388398,575315.0,445389.0,1020704.0,861597.9124545162,234390.878199721,1095988.7906542374,1502100.0000000002,615495.4752988936,0.0,1344272.0,3742958.502723458,2438943.150643318,6300000.0,39100509.5560087,36110552.87258873,36110552.87258873,39100509.5560087,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,39100509.5560087,36110552.87258873
9,3.525465730241484,10.752937085357011,4.524709239912775,29.556049140868282,14.335681088591826,164537881.2615813,177304802.04835957,-2058320.971795396,14.278402815598495,10.752937085357011,1.842492820154007,2.6822164197587677,232370,928622,7.8538646632171805,2.32696586780472,2.955596874544533,1.3905653034620256,1.3905653034620256,-0.00233441034335854,1.3680926906109283,0.37145962424289564,-0.0012254440624803764,0.6474701220055745,0.28139734652832754,335564,867711,False,False,,,83.21046975639472,80.97359973168511,0.0,577606.1954077795,1353461.1903401474,1248909.9331251858,2307516.1285329657,3502371.123465333,481000.0,900000.0,7868258.790698291,7271331.155788803,11063012.360452354,11795024.915200904,5860674.574683964,6341669.774821428,592540.0,458724.0,1051264.0,827606.3287823448,225143.73747067468,1052750.0662530193,1578599.9999999998,670913.0960975357,0.0,1470612.0000000002,3948399.0210738545,2622090.604027008,6300000.0,15472934.311173895,13414613.339378498,13414613.339378498,15472934.311173895,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,15472934.311173895,13414613.339378498
10,2.6249580814773488,5.1686317892234985,7.34979746086861,20.312019120792954,13.248732006817388,88543694.9493097,95414029.7981543,-179668.90754739335,5.1686317892234985,7.793589870700847,1.913505955002101,5.4362915058665084,929662,567638,3.773833469406962,2.117451637658907,1.6336692961180355,1.3200019742105191,1.3200019742105191,-0.006174523571142168,1.400854992762191,0.48321301232077374,-0.003166282584167309,0.8076350574785357,0.07540545920649372,455369,868601,True,True,74.10145314414396,78.01666016413752,76.01525014202892,83.4541434800167,911072.6329389148,314760.3864758014,774008.8965357556,695739.4915495302,2299296.841024883,2369748.3880852857,481000.0,900000.0,2265129.832872843,2060997.5448431561,4259677.342992384,4499118.317175502,925693.4427219261,1042872.007090412,547755.0,424053.0,971808.0,789196.6025287235,214694.67609545638,1003891.2786241795,846299.9999999999,343702.2960561769,979878.9525687024,766196.0,2509293.765609163,2569065.8322448875,6300000.0,8230052.484930614,8050383.577383221,8050383.577383221,8230052.484930614,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic,8230052.484930614,8050383.577383221
